# x,p
-2.184,-0.368
4.227,8.453
6.949,13.899
-4.504,-5.008
-5.234,-6.468
1.467,2.934
4.035,8.070
4.822,9.644
-4.758,-5.516
-1.587,-3.175
-9.418,-14.837
-9.145,-14.837
4.223,8.446
-6.559,-9.117
-2.904,-5.808
-0.906,-1.811
-7.325,-10.649
0.223,0.445
2.662,5.323
1.275,5.323
-4.925,-5.850
-8.199,-12.398
-5.986,-11.972
0.021,0.041
0.620,1.240
-3.440,-2.879
-4.558,-5.116
-4.384,-5.116
6.749,13.498
-0.231,3.538
-2.057,-0.114
-5.133,-6.267
4.574,9.148
2.569,9.139
-6.004,-8.009
-4.935,-8.009
-5.333,-8.009
-6.713,-9.426
-5.290,-9.426
0.325,0.650
-8.251,-12.501
-4.858,-9.716
8.767,17.534
-3.050,-2.101
4.888,9.775
-9.189,-14.378
-0.147,-0.294
-5.351,-6.703
4.849,9.699
-3.656,-3.313
2.260,4.521
5.449,10.898
4.207,10.898
8.137,16.275
-7.492,-10.984
9.812,19.623
6.904,17.808
-4.752,-5.504
-5.234,-6.467
1.946,3.893
-9.300,-14.601
-3.435,-6.870
1.805,3.609
0.934,3.609
-8.615,-13.230
7.890,15.780
-8.981,-13.963
-0.688,-1.375
-3.350,-2.699
-7.312,-10.625
-0.805,-1.610
-8.636,-13.272
-7.529,-13.272
-3.271,-6.542
-1.198,-2.395
-8.862,-13.724
6.622,13.243
-1.328,1.345
3.492,6.983
1.508,6.983
-6.502,-9.005
-4.005,-8.010
-8.724,-13.448
1.972,3.944
-4.063,-4.127
5.808,11.615
7.719,15.437
6.094,15.437
-0.633,2.734
-6.546,-9.093
7.136,14.271
6.327,14.271
0.694,5.388
5.085,10.171
-0.254,3.491
-1.585,0.831
-1.614,0.772
-1.138,0.772
-1.360,0.772
-7.886,-11.772
