# x,p
2.624,7.872
5.369,16.107
-7.449,-2.347
-9.970,-9.910
7.699,23.098
6.154,23.098
8.159,24.476
5.080,24.476
-5.002,4.994
1.430,4.994
6.874,20.623
3.735,20.623
-0.581,18.258
7.830,23.490
-5.470,3.591
-3.221,3.591
-0.408,3.591
2.486,7.457
3.169,9.507
0.362,9.507
-4.551,6.347
-9.322,-7.965
-5.951,-7.965
7.232,21.695
-7.449,-2.348
9.000,27.001
-8.652,-5.957
-5.492,-5.957
-7.993,-5.957
3.136,9.409
-9.706,-9.118
-6.071,-9.118
8.751,26.253
7.427,26.253
-7.321,-1.962
-2.291,-1.962
-3.178,-1.962
9.394,28.181
7.317,28.181
-5.196,4.413
2.940,8.820
2.365,8.820
-9.414,-8.243
0.589,1.768
2.930,8.789
-3.618,8.789
-5.189,4.434
-2.788,4.434
-0.540,4.434
7.837,23.510
-5.971,2.088
-0.513,2.088
-8.349,-5.048
5.113,15.338
-4.518,6.445
6.935,20.805
-0.356,18.931
-8.506,-5.518
-2.295,-5.518
-8.426,-5.518
8.861,26.582
-4.114,7.659
-2.411,7.659
-6.780,-0.341
-8.935,-6.806
9.611,28.832
-7.819,-3.456
5.620,16.860
-6.998,-0.995
5.399,16.197
7.078,21.233
4.251,21.233
8.136,24.409
-7.801,-3.402
0.429,1.286
6.847,20.542
-1.036,16.891
-6.643,0.070
3.316,9.948
3.234,9.948
1.205,9.948
-5.168,4.495
1.938,5.813
-5.923,2.230
1.936,5.807
7.927,23.781
-9.271,-7.812
0.165,0.494
-2.405,0.494
-6.432,0.494
0.498,1.495
7.857,23.571
7.808,23.571
-5.308,4.076
-1.168,4.076
-0.861,4.076
-4.463,4.076
7.165,21.496
5.997,21.496
-3.663,9.012
