# x,p
0.000,0.000
-0.000,0.000
-0.634,0.000
-1.266,-0.197
-1.893,-3.016
-2.511,-5.802
-3.120,-8.542
-3.717,-11.225
-4.298,-13.841
-4.862,-16.379
-5.406,-18.829
-5.929,-21.181
-6.428,-23.425
-6.901,-25.554
-7.346,-27.557
-7.761,-29.427
-8.146,-31.156
-8.497,-32.738
-8.815,-34.165
-9.096,-35.433
-9.341,-36.537
-9.549,-37.471
-9.718,-38.232
-9.848,-38.816
-9.938,-39.223
-9.989,-39.449
-9.999,-39.494
-9.969,-39.494
-9.898,-39.494
-9.788,-39.494
-9.638,-39.494
-9.450,-39.494
-9.224,-39.494
-8.960,-39.494
-8.660,-38.971
-8.326,-37.466
-7.958,-35.809
-7.557,-34.009
-7.127,-32.071
-6.668,-30.005
-6.182,-27.817
-5.671,-25.518
-5.137,-23.115
-4.582,-20.620
-4.009,-18.042
-3.420,-15.391
-2.817,-12.678
-2.203,-9.914
-1.580,-7.110
-0.951,-4.278
-0.317,-1.428
0.317,1.428
0.951,4.278
1.580,7.110
2.203,9.914
2.817,12.678
3.420,15.391
4.009,18.042
4.582,20.620
5.137,23.115
5.671,25.518
6.182,27.817
6.668,30.005
7.127,32.071
7.557,34.009
7.958,35.809
8.326,37.466
8.660,38.971
8.960,40.320
9.224,41.506
9.450,42.525
9.638,43.373
9.788,44.046
9.898,44.542
9.969,44.858
9.999,44.994
9.989,44.994
9.938,44.994
9.848,44.994
9.718,44.994
9.549,44.994
9.341,44.994
9.096,44.994
8.815,44.994
8.497,43.738
8.146,42.156
7.761,40.427
7.346,38.557
6.901,36.554
6.428,34.425
5.929,32.181
5.406,29.829
4.862,27.379
4.298,24.841
3.717,22.225
3.120,19.542
2.511,16.802
1.893,14.016
1.266,11.197
0.634,8.354
0.000,5.500
-0.000,5.500
-0.317,4.073
-0.633,2.652
-0.946,1.242
-1.256,-0.151
-1.560,-1.521
-1.858,-2.862
-2.149,-4.170
-2.431,-5.439
-2.703,-6.664
-2.965,-7.840
-3.214,-8.963
-3.450,-10.027
-3.673,-11.028
-3.881,-11.963
-4.073,-12.828
-4.249,-13.619
-4.407,-14.333
-4.548,-14.967
-4.671,-15.518
-4.775,-15.985
-4.859,-16.366
-4.924,-16.658
-4.969,-16.861
-4.994,-16.975
-4.999,-16.997
-4.984,-16.997
-4.949,-16.997
-4.894,-16.997
-4.819,-16.997
-4.725,-16.997
-4.612,-16.997
-4.480,-16.997
-4.330,-16.997
-4.163,-16.997
-3.979,-16.997
-3.779,-16.997
-3.563,-16.036
-3.334,-15.002
-3.091,-13.909
-2.835,-12.759
-2.568,-11.558
-2.291,-10.310
-2.005,-9.021
-1.710,-7.695
-1.409,-6.339
-1.102,-4.957
-0.790,-3.555
-0.475,-2.139
-0.159,-0.714
0.159,0.714
0.475,2.139
0.790,3.555
1.102,4.957
1.409,6.339
1.710,7.695
2.005,9.021
2.291,10.310
2.568,11.558
2.835,12.759
3.091,13.909
3.334,15.002
3.563,16.036
3.779,17.004
3.979,17.905
4.163,18.733
4.330,19.486
4.480,20.160
4.612,20.753
4.725,21.263
4.819,21.686
4.894,22.023
4.949,22.271
4.984,22.429
4.999,22.497
4.994,22.497
4.969,22.497
4.924,22.497
4.859,22.497
4.775,22.497
4.671,22.497
4.548,22.497
4.407,22.497
4.249,22.497
4.073,22.497
3.881,22.497
3.673,22.028
3.450,21.027
3.214,19.963
2.965,18.840
2.703,17.664
2.431,16.439
2.149,15.170
1.858,13.862
1.560,12.521
1.256,11.151
0.946,9.758
0.633,8.348
0.317,6.927
0.000,5.500
