# x,p
4.829,4.829
0.680,3.680
5.070,5.070
-0.711,2.289
-5.777,-2.777
-0.397,-0.397
0.206,0.206
6.377,6.377
-2.169,0.831
-5.912,-2.912
3.228,3.228
7.450,7.450
8.603,8.603
5.690,8.603
3.860,6.860
6.053,6.860
7.750,7.750
9.671,9.671
-6.950,-3.950
8.766,8.766
1.681,4.681
7.537,7.537
-8.891,-5.891
-8.470,-5.891
8.371,8.371
1.823,4.823
-5.904,-2.904
-8.799,-5.799
9.423,9.423
-6.957,-3.957
2.075,2.075
-6.866,-3.866
5.767,5.767
3.280,5.767
4.593,5.767
8.881,8.881
1.433,4.433
4.276,4.433
8.873,8.873
-8.370,-5.370
-4.281,-4.281
6.699,6.699
-3.653,-0.653
-6.546,-3.546
2.971,2.971
3.111,3.111
-4.370,-1.370
-9.436,-6.436
-1.007,-1.007
5.833,5.833
-1.349,1.651
-1.076,1.651
-7.321,-4.321
-8.107,-5.107
8.451,8.451
-6.484,-3.484
0.815,0.815
-9.262,-6.262
-2.424,-2.424
-7.673,-4.673
-5.187,-4.673
-1.474,-1.474
-9.890,-6.890
-4.373,-4.373
-2.377,-2.377
-2.942,-2.377
-8.156,-5.156
2.151,2.151
7.079,7.079
-1.228,1.772
7.817,7.817
7.833,7.833
0.028,3.028
1.774,3.028
5.458,5.458
-5.857,-2.857
-6.574,-3.574
0.539,0.539
8.713,8.713
8.474,8.713
-2.425,0.575
6.898,6.898
1.641,4.641
3.220,4.641
4.984,4.984
7.714,7.714
9.674,9.674
-3.394,-0.394
8.309,8.309
-8.229,-5.229
-6.746,-5.229
-2.463,-2.463
-4.587,-2.463
-7.248,-4.248
-9.857,-6.857
4.208,4.208
-4.775,-1.775
1.989,1.989
8.744,8.744
6.210,8.744
