# x,p
-9.371.,-9.371.
-7.836.,-0.784.
-2.354.,-0.235.
-2.874.,-0.235.
9.740.,0.974.
5.474.,0.974.
-7.491.,0.974.
-6.174.,0.974.
9.498.,0.974.
-3.970.,0.974.
9.488.,0.974.
-9.344.,0.974.
-5.959.,0.974.
4.068.,0.974.
-9.278.,0.974.
-1.958.,0.974.
-3.338.,0.974.
-1.632.,0.974.
-4.948.,0.974.
7.559.,0.974.
-0.652.,0.974.
5.423.,0.974.
7.452.,0.974.
-1.287.,0.974.
0.068.,0.974.
2.399.,0.974.
-0.860.,0.974.
-4.762.,0.974.
9.539.,0.974.
1.087.,0.974.
-3.771.,0.974.
-2.267.,0.974.
-9.473.,0.974.
3.329.,0.974.
-8.149.,0.974.
-3.531.,0.974.
-7.620.,0.974.
-3.983.,0.974.
2.002.,0.974.
1.090.,0.974.
-7.249.,0.974.
-1.366.,0.974.
4.001.,0.974.
-7.457.,0.974.
4.081.,0.974.
6.050.,0.974.
-9.376.,0.974.
-6.711.,0.974.
-5.347.,0.974.
5.082.,0.974.
-0.383.,0.974.
-1.255.,0.974.
-1.925.,0.974.
6.350.,0.974.
9.486.,0.974.
6.720.,0.974.
-3.220.,0.974.
6.195.,0.974.
-2.319.,0.974.
-8.252.,0.974.
9.014.,0.974.
6.397.,0.974.
-0.752.,0.974.
9.394.,0.974.
-9.815.,0.974.
0.949.,0.974.
-1.997.,0.974.
8.098.,0.974.
5.333.,0.974.
6.771.,0.974.
7.583.,0.974.
0.618.,0.974.
-0.467.,0.974.
-7.434.,0.974.
8.587.,0.974.
8.766.,0.974.
-5.278.,0.974.
-0.455.,0.974.
4.344.,0.974.
8.290.,0.974.
8.165.,0.974.
-1.254.,0.974.
-9.194.,0.974.
-9.726.,0.974.
9.142.,0.974.
0.703.,0.974.
-5.236.,0.974.
-4.414.,0.974.
2.204.,0.974.
4.522.,0.974.
-8.981.,0.974.
3.921.,0.974.
3.025.,0.974.
-8.049.,0.974.
-0.767.,0.974.
9.500.,0.974.
-0.234.,0.974.
6.556.,0.974.
-0.555.,0.974.
-5.370.,0.974.
-6.251.,0.974.
0.889.,0.974.
-6.036.,0.974.
-9.642.,0.974.
-5.758.,0.974.
-7.189.,0.974.
9.325.,0.974.
2.990.,0.974.
3.551.,0.974.
8.070.,0.974.
8.784.,0.974.
-3.958.,0.974.
-6.771.,0.974.
-7.540.,0.974.
-1.488.,0.974.
-8.075.,0.974.
0.092.,0.974.
-8.179.,0.974.
5.051.,0.974.
-5.261.,0.974.
-2.394.,0.974.
-1.864.,0.974.
5.382.,0.974.
0.157.,0.974.
-4.098.,0.974.
-6.285.,0.974.
-6.500.,0.974.
-0.045.,0.974.
3.229.,0.974.
3.556.,0.974.
-1.990.,0.974.
9.516.,0.974.
4.092.,0.974.
-0.361.,0.974.
3.105.,0.974.
-3.060.,0.974.
-6.462.,0.974.
2.056.,0.974.
-7.559.,0.974.
-9.982.,0.974.
6.959.,0.974.
4.140.,0.974.
-6.884.,0.974.
-6.621.,0.974.
-6.279.,0.974.
-9.983.,0.974.
2.479.,0.974.
-3.945.,0.974.
-8.335.,0.974.
4.071.,0.974.
6.093.,0.974.
-1.859.,0.974.
4.408.,0.974.
-1.474.,0.974.
-9.372.,0.974.
0.011.,0.974.
3.814.,0.974.
6.507.,0.974.
-5.250.,0.974.
-4.223.,0.974.
-9.869.,0.974.
9.921.,0.992.
-4.426.,0.992.
5.877.,0.992.
-4.968.,0.992.
-4.716.,0.992.
-5.855.,0.992.
-9.106.,0.992.
7.922.,0.992.
1.064.,0.992.
0.218.,0.992.
-8.295.,0.992.
-2.300.,0.992.
-1.346.,0.992.
3.867.,0.992.
3.209.,0.992.
-7.086.,0.992.
1.474.,0.992.
1.578.,0.992.
-9.179.,0.992.
-7.593.,0.992.
8.640.,0.992.
1.117.,0.992.
1.864.,0.992.
-9.118.,0.992.
-0.217.,0.992.
4.942.,0.992.
-6.026.,0.992.
0.749.,0.992.
-2.620.,0.992.
-3.606.,0.992.
4.646.,0.992.
-9.581.,0.992.
4.874.,0.992.
1.913.,0.992.
0.114.,0.992.
8.100.,0.992.
2.292.,0.992.
1.972.,0.992.
3.795.,0.992.
5.399.,0.992.
0.290.,0.992.
-9.026.,0.992.
-7.813.,0.992.
6.571.,0.992.
9.139.,0.992.
-8.003.,0.992.
-1.150.,0.992.
4.714.,0.992.
8.640.,0.992.
9.315.,0.992.
1.012.,0.992.
3.931.,0.992.
-0.287.,0.992.
4.314.,0.992.
-5.166.,0.992.
9.172.,0.992.
9.582.,0.992.
-5.556.,0.992.
4.105.,0.992.
2.124.,0.992.
-7.574.,0.992.
-7.522.,0.992.
-5.951.,0.992.
-2.196.,0.992.
0.883.,0.992.
1.533.,0.992.
-0.262.,0.992.
4.897.,0.992.
-2.660.,0.992.
-4.229.,0.992.
-9.031.,0.992.
-1.400.,0.992.
1.176.,0.992.
3.483.,0.992.
-2.761.,0.992.
6.091.,0.992.
6.342.,0.992.
-9.133.,0.992.
0.890.,0.992.
5.536.,0.992.
-0.132.,0.992.
1.094.,0.992.
-5.256.,0.992.
-7.631.,0.992.
-3.731.,0.992.
3.271.,0.992.
2.498.,0.992.
1.405.,0.992.
3.828.,0.992.
4.642.,0.992.
6.165.,0.992.
0.405.,0.992.
3.135.,0.992.
-4.467.,0.992.
-5.971.,0.992.
-1.917.,0.992.
5.994.,0.992.
-3.173.,0.992.
5.600.,0.992.
5.020.,0.992.
4.367.,0.992.
2.724.,0.992.
-3.926.,0.992.
2.184.,0.992.
4.479.,0.992.
-5.163.,0.992.
-8.601.,0.992.
