# x,p
0.000,0.000
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,0.000
-4.298,-0.298
-4.862,-0.862
-5.406,-1.406
-5.929,-1.929
-6.428,-2.428
-6.901,-2.901
-7.346,-3.346
-7.761,-3.761
-8.146,-4.146
-8.497,-4.497
-8.815,-4.815
-9.096,-5.096
-9.341,-5.341
-9.549,-5.549
-9.718,-5.718
-9.848,-5.848
-9.938,-5.938
-9.989,-5.989
-9.999,-5.999
-9.969,-5.999
-9.898,-5.999
-9.788,-5.999
-9.638,-5.999
-9.450,-5.999
-9.224,-5.999
-8.960,-5.999
-8.660,-5.999
-8.326,-5.999
-7.958,-5.999
-7.557,-5.999
-7.127,-5.999
-6.668,-5.999
-6.182,-5.999
-5.671,-5.671
-5.137,-5.137
-4.582,-4.582
-4.009,-4.009
-3.420,-3.420
-2.817,-2.817
-2.203,-2.203
-1.580,-1.580
-0.951,-0.951
-0.317,-0.317
0.317,0.317
0.951,0.951
1.580,1.580
2.203,2.203
2.817,2.817
3.420,3.420
4.009,4.009
4.582,4.582
5.137,5.137
5.671,5.671
6.182,6.182
6.668,6.668
7.127,7.127
7.557,7.557
7.958,7.958
8.326,8.326
8.660,8.660
8.960,8.960
9.224,9.224
9.450,9.450
9.638,9.638
9.788,9.788
9.898,9.898
9.969,9.969
9.999,9.999
9.989,9.999
9.938,9.999
9.848,9.999
9.718,9.999
9.549,9.999
9.341,9.999
9.096,9.999
8.815,9.999
8.497,9.999
8.146,9.999
7.761,9.999
7.346,9.999
6.901,9.999
6.428,9.999
5.929,9.929
5.406,9.406
4.862,8.862
4.298,8.298
3.717,7.717
3.120,7.120
2.511,6.511
1.893,5.893
1.266,5.266
0.634,4.634
0.000,4.000
-0.000,4.000
-0.317,3.683
-0.633,3.367
-0.946,3.054
-1.256,2.744
-1.560,2.440
-1.858,2.142
-2.149,1.851
-2.431,1.569
-2.703,1.297
-2.965,1.035
-3.214,0.786
-3.450,0.550
-3.673,0.327
-3.881,0.119
-4.073,-0.073
-4.249,-0.249
-4.407,-0.407
-4.548,-0.548
-4.671,-0.671
-4.775,-0.775
-4.859,-0.859
-4.924,-0.924
-4.969,-0.969
-4.994,-0.994
-4.999,-0.999
-4.984,-0.999
-4.949,-0.999
-4.894,-0.999
-4.819,-0.999
-4.725,-0.999
-4.612,-0.999
-4.480,-0.999
-4.330,-0.999
-4.163,-0.999
-3.979,-0.999
-3.779,-0.999
-3.563,-0.999
-3.334,-0.999
-3.091,-0.999
-2.835,-0.999
-2.568,-0.999
-2.291,-0.999
-2.005,-0.999
-1.710,-0.999
-1.409,-0.999
-1.102,-0.999
-0.790,-0.790
-0.475,-0.475
-0.159,-0.159
0.159,0.159
0.475,0.475
0.790,0.790
1.102,1.102
1.409,1.409
1.710,1.710
2.005,2.005
2.291,2.291
2.568,2.568
2.835,2.835
3.091,3.091
3.334,3.334
3.563,3.563
3.779,3.779
3.979,3.979
4.163,4.163
4.330,4.330
4.480,4.480
4.612,4.612
4.725,4.725
4.819,4.819
4.894,4.894
4.949,4.949
4.984,4.984
4.999,4.999
4.994,4.999
4.969,4.999
4.924,4.999
4.859,4.999
4.775,4.999
4.671,4.999
4.548,4.999
4.407,4.999
4.249,4.999
4.073,4.999
3.881,4.999
3.673,4.999
3.450,4.999
3.214,4.999
2.965,4.999
2.703,4.999
2.431,4.999
2.149,4.999
1.858,4.999
1.560,4.999
1.256,4.999
0.946,4.946
0.633,4.633
0.317,4.317
0.000,4.000
