# x,p
-0.000,0.000
-0.063,0.000
-0.127,0.000
-0.189,0.000
-0.251,0.000
-0.312,0.000
-0.372,0.000
-0.430,0.000
-0.486,0.000
-0.541,-0.081
-0.593,-0.186
-0.643,-0.286
-0.690,-0.380
-0.735,-0.469
-0.776,-0.552
-0.815,-0.629
-0.850,-0.699
-0.881,-0.763
-0.910,-0.819
-0.934,-0.868
-0.955,-0.910
-0.972,-0.944
-0.985,-0.970
-0.994,-0.988
-0.999,-0.998
-1.000,-1.000
-0.997,-1.000
-0.990,-1.000
-0.979,-1.000
-0.964,-1.000
-0.945,-1.000
-0.922,-1.000
-0.896,-1.000
-0.866,-1.000
-0.833,-1.000
-0.796,-1.000
-0.756,-1.000
-0.713,-1.000
-0.667,-1.000
-0.618,-1.000
-0.567,-1.000
-0.514,-1.000
-0.458,-0.916
-0.401,-0.802
-0.342,-0.684
-0.282,-0.563
-0.220,-0.441
-0.158,-0.316
-0.095,-0.190
-0.032,-0.063
0.032,0.063
0.095,0.190
0.158,0.316
0.220,0.441
0.282,0.563
0.342,0.684
0.401,0.802
0.458,0.916
0.514,1.027
0.567,1.134
0.618,1.236
0.667,1.334
0.713,1.425
0.756,1.511
0.796,1.592
0.833,1.665
0.866,1.732
0.896,1.792
0.922,1.845
0.945,1.890
0.964,1.928
0.979,1.958
0.990,1.980
0.997,1.994
1.000,2.000
0.999,2.000
0.994,2.000
0.985,2.000
0.972,2.000
0.955,2.000
0.934,2.000
0.910,2.000
0.881,2.000
0.850,2.000
0.815,2.000
0.776,2.000
0.735,2.000
0.690,2.000
0.643,2.000
0.593,2.000
0.541,2.000
0.486,1.972
0.430,1.860
0.372,1.743
0.312,1.624
0.251,1.502
0.189,1.379
0.127,1.253
0.063,1.127
0.000,1.000
-0.000,1.000
-0.190,0.619
-0.380,0.240
-0.568,-0.136
-0.753,-0.507
-0.936,-0.872
-1.115,-1.230
-1.289,-1.579
-1.459,-1.917
-1.622,-2.244
-1.779,-2.557
-1.928,-2.857
-2.070,-3.140
-2.204,-3.408
-2.328,-3.657
-2.444,-3.887
-2.549,-4.098
-2.644,-4.289
-2.729,-4.458
-2.802,-4.605
-2.865,-4.729
-2.915,-4.831
-2.954,-4.909
-2.982,-4.963
-2.997,-4.993
-3.000,-4.999
-2.991,-4.999
-2.969,-4.999
-2.936,-4.999
-2.892,-4.999
-2.835,-4.999
-2.767,-4.999
-2.688,-4.999
-2.598,-4.999
-2.498,-4.995
-2.387,-4.775
-2.267,-4.534
-2.138,-4.276
-2.000,-4.001
-1.854,-3.709
-1.701,-3.402
-1.541,-3.082
-1.375,-2.749
-1.203,-2.406
-1.026,-2.052
-0.845,-1.690
-0.661,-1.322
-0.474,-0.948
-0.285,-0.570
-0.095,-0.190
0.095,0.190
0.285,0.570
0.474,0.948
0.661,1.322
0.845,1.690
1.026,2.052
1.203,2.406
1.375,2.749
1.541,3.082
1.701,3.402
1.854,3.709
2.000,4.001
2.138,4.276
2.267,4.534
2.387,4.775
2.498,4.995
2.598,5.196
2.688,5.376
2.767,5.534
2.835,5.670
2.892,5.783
2.936,5.873
2.969,5.939
2.991,5.981
3.000,5.999
2.997,5.999
2.982,5.999
2.954,5.999
2.915,5.999
2.865,5.999
2.802,5.999
2.729,5.999
2.644,5.999
2.549,5.999
2.444,5.887
2.328,5.657
2.204,5.408
2.070,5.140
1.928,4.857
1.779,4.557
1.622,4.244
1.459,3.917
1.289,3.579
1.115,3.230
0.936,2.872
0.753,2.507
0.568,2.136
0.380,1.760
0.190,1.381
0.000,1.000
-0.000,1.000
-0.076,0.848
-0.152,0.696
-0.227,0.546
-0.301,0.397
-0.374,0.251
-0.446,0.108
-0.516,-0.032
-0.583,-0.167
-0.649,-0.298
-0.711,-0.423
-0.771,-0.543
-0.828,-0.656
-0.882,-0.763
-0.931,-0.863
-0.977,-0.955
-1.020,-1.039
-1.058,-1.115
-1.092,-1.183
-1.121,-1.242
-1.146,-1.292
-1.166,-1.332
-1.182,-1.364
-1.193,-1.385
-1.199,-1.397
-1.200,-1.400
-1.196,-1.400
-1.188,-1.400
-1.175,-1.400
-1.157,-1.400
-1.134,-1.400
-1.107,-1.400
-1.075,-1.400
-1.039,-1.400
-0.999,-1.400
-0.955,-1.400
-0.907,-1.400
-0.855,-1.400
-0.800,-1.400
-0.742,-1.400
-0.680,-1.361
-0.616,-1.233
-0.550,-1.100
-0.481,-0.962
-0.410,-0.821
-0.338,-0.676
-0.264,-0.529
-0.190,-0.379
-0.114,-0.228
-0.038,-0.076
0.038,0.076
0.114,0.228
0.190,0.379
0.264,0.529
0.338,0.676
0.410,0.821
0.481,0.962
0.550,1.100
0.616,1.233
0.680,1.361
0.742,1.484
0.800,1.600
0.855,1.710
0.907,1.814
0.955,1.910
0.999,1.998
1.039,2.078
1.075,2.150
1.107,2.214
1.134,2.268
1.157,2.313
1.175,2.349
1.188,2.376
1.196,2.392
1.200,2.400
1.199,2.400
1.193,2.400
1.182,2.400
1.166,2.400
1.146,2.400
1.121,2.400
1.092,2.400
1.058,2.400
1.020,2.400
0.977,2.400
0.931,2.400
0.882,2.400
0.828,2.400
0.771,2.400
0.711,2.400
0.649,2.298
0.583,2.167
0.516,2.032
0.446,1.892
0.374,1.749
0.301,1.603
0.227,1.454
0.152,1.304
0.076,1.152
0.000,1.000
