# x,p
-4.524,-3.547
2.544,5.088
1.608,5.088
4.812,9.624
-1.924,1.652
1.989,3.978
-4.833,-4.166
-0.491,-0.982
2.734,5.467
-4.127,-2.753
2.686,5.373
4.459,8.918
-6.108,-6.717
-9.510,-13.519
-5.321,-10.643
-2.468,-4.935
2.980,5.960
3.954,7.909
3.318,7.909
-0.131,5.237
-3.505,-1.510
3.160,6.321
-3.592,-1.684
-6.077,-6.653
-8.658,-11.815
8.213,16.426
0.843,7.186
-3.654,-1.808
3.477,6.953
-7.192,-8.883
2.854,5.709
1.487,5.709
-8.225,-10.950
-9.761,-14.021
9.920,19.839
-9.951,-14.403
6.176,12.352
5.150,12.352
-4.006,-2.512
-2.866,-2.512
6.473,12.947
2.334,10.169
2.385,10.169
-2.018,1.464
-3.836,-2.173
-7.004,-8.507
-9.442,-13.384
4.232,8.464
6.434,12.869
-1.457,2.586
-1.069,2.586
-7.282,-9.064
0.605,1.210
1.671,3.341
-7.844,-10.187
-7.402,-10.187
1.340,2.680
7.213,14.426
3.141,11.782
7.060,14.120
-7.984,-10.467
4.863,9.726
7.157,14.315
0.950,7.400
-1.920,1.661
-6.470,-7.440
-7.302,-9.103
2.829,5.659
-9.506,-13.512
-8.729,-13.512
-5.341,-10.683
-0.595,-1.190
-3.603,-1.706
4.129,8.259
-0.225,5.050
-2.993,-0.486
-9.418,-13.337
3.242,6.484
5.422,10.844
-8.887,-12.274
-3.497,-6.993
-5.274,-6.993
4.762,9.523
3.595,9.523
6.924,13.849
-5.926,-6.352
9.422,18.845
-0.400,4.701
8.608,17.217
6.599,17.217
-3.890,-2.279
-8.246,-10.993
-4.883,-9.765
4.640,9.279
-2.492,0.517
-0.297,0.517
0.016,0.517
-8.008,-10.517
-6.066,-10.517
-4.044,-8.088
