# x,p
0.000,0.000
-0.000,0.000
-0.634,0.000
-1.266,-0.532
-1.893,-1.785
-2.511,-3.023
-3.120,-4.241
-3.717,-5.433
-4.298,-6.596
-4.862,-7.724
-5.406,-8.813
-5.929,-9.858
-6.428,-10.856
-6.901,-11.802
-7.346,-12.692
-7.761,-13.523
-8.146,-14.292
-8.497,-14.995
-8.815,-15.629
-9.096,-16.193
-9.341,-16.683
-9.549,-17.098
-9.718,-17.436
-9.848,-17.696
-9.938,-17.877
-9.989,-17.977
-9.999,-17.997
-9.969,-17.997
-9.898,-17.997
-9.788,-17.997
-9.638,-17.997
-9.450,-17.997
-9.224,-17.997
-8.960,-17.920
-8.660,-17.321
-8.326,-16.651
-7.958,-15.915
-7.557,-15.115
-7.127,-14.254
-6.668,-13.335
-6.182,-12.363
-5.671,-11.341
-5.137,-10.274
-4.582,-9.165
-4.009,-8.019
-3.420,-6.840
-2.817,-5.635
-2.203,-4.406
-1.580,-3.160
-0.951,-1.901
-0.317,-0.635
0.317,0.635
0.951,1.901
1.580,3.160
2.203,4.406
2.817,5.635
3.420,6.840
4.009,8.019
4.582,9.165
5.137,10.274
5.671,11.341
6.182,12.363
6.668,13.335
7.127,14.254
7.557,15.115
7.958,15.915
8.326,16.651
8.660,17.321
8.960,17.920
9.224,18.447
9.450,18.900
9.638,19.277
9.788,19.576
9.898,19.796
9.969,19.937
9.999,19.997
9.989,19.997
9.938,19.997
9.848,19.997
9.718,19.997
9.549,19.997
9.341,19.997
9.096,19.997
8.815,19.629
8.497,18.995
8.146,18.292
7.761,17.523
7.346,16.692
6.901,15.802
6.428,14.856
5.929,13.858
5.406,12.813
4.862,11.724
4.298,10.596
3.717,9.433
3.120,8.241
2.511,7.023
1.893,5.785
1.266,4.532
0.634,3.268
0.000,2.000
-0.000,2.000
-0.317,1.366
-0.633,0.734
-0.946,0.107
-1.256,-0.511
-1.560,-1.120
-1.858,-1.717
-2.149,-2.298
-2.431,-2.862
-2.703,-3.406
-2.965,-3.929
-3.214,-4.428
-3.450,-4.901
-3.673,-5.346
-3.881,-5.761
-4.073,-6.146
-4.249,-6.497
-4.407,-6.815
-4.548,-7.096
-4.671,-7.341
-4.775,-7.549
-4.859,-7.718
-4.924,-7.848
-4.969,-7.938
-4.994,-7.989
-4.999,-7.999
-4.984,-7.999
-4.949,-7.999
-4.894,-7.999
-4.819,-7.999
-4.725,-7.999
-4.612,-7.999
-4.480,-7.999
-4.330,-7.999
-4.163,-7.999
-3.979,-7.958
-3.779,-7.557
-3.563,-7.127
-3.334,-6.668
-3.091,-6.182
-2.835,-5.671
-2.568,-5.137
-2.291,-4.582
-2.005,-4.009
-1.710,-3.420
-1.409,-2.817
-1.102,-2.203
-0.790,-1.580
-0.475,-0.951
-0.159,-0.317
0.159,0.317
0.475,0.951
0.790,1.580
1.102,2.203
1.409,2.817
1.710,3.420
2.005,4.009
2.291,4.582
2.568,5.137
2.835,5.671
3.091,6.182
3.334,6.668
3.563,7.127
3.779,7.557
3.979,7.958
4.163,8.326
4.330,8.660
4.480,8.960
4.612,9.224
4.725,9.450
4.819,9.638
4.894,9.788
4.949,9.898
4.984,9.969
4.999,9.999
4.994,9.999
4.969,9.999
4.924,9.999
4.859,9.999
4.775,9.999
4.671,9.999
4.548,9.999
4.407,9.999
4.249,9.999
4.073,9.999
3.881,9.761
3.673,9.346
3.450,8.901
3.214,8.428
2.965,7.929
2.703,7.406
2.431,6.862
2.149,6.298
1.858,5.717
1.560,5.120
1.256,4.511
0.946,3.893
0.633,3.266
0.317,2.634
0.000,2.000
