# x,p
3.185.,3.185.
2.390.,3.185.
-3.716.,3.185.
-4.268.,3.185.
-4.123.,3.185.
-8.578.,3.185.
-3.114.,3.185.
6.678.,3.185.
-2.494.,3.185.
7.765.,3.185.
-4.717.,3.185.
-6.615.,3.185.
1.740.,3.185.
-1.562.,3.185.
-0.211.,3.185.
0.880.,3.185.
-2.010.,3.185.
1.850.,3.185.
7.475.,3.185.
-1.055.,3.185.
7.780.,3.185.
-8.668.,3.185.
9.143.,3.185.
-5.941.,3.185.
-1.264.,3.185.
4.724.,3.185.
-4.452.,3.185.
6.731.,3.185.
-8.715.,3.185.
-0.241.,3.185.
8.074.,3.185.
-4.627.,3.185.
4.349.,3.185.
8.855.,3.185.
-9.325.,3.185.
4.349.,3.185.
-2.796.,3.185.
5.740.,3.185.
5.496.,3.185.
-8.742.,3.185.
-9.006.,3.185.
0.397.,3.185.
8.689.,3.185.
-4.525.,3.185.
-8.519.,3.185.
-1.065.,3.185.
-2.751.,3.185.
8.067.,3.185.
2.073.,3.185.
4.120.,3.185.
9.888.,3.185.
-2.918.,3.185.
4.898.,3.185.
2.909.,3.185.
9.695.,3.185.
-0.475.,3.185.
4.097.,3.185.
-6.257.,3.185.
6.330.,3.185.
0.898.,3.185.
-9.951.,3.185.
-7.497.,3.185.
-9.027.,3.185.
2.872.,3.185.
-0.649.,3.185.
-2.702.,3.185.
3.068.,3.185.
-5.231.,3.185.
-4.374.,3.185.
7.189.,3.185.
1.250.,3.185.
3.303.,3.185.
-3.392.,3.185.
0.410.,3.185.
-0.579.,3.185.
6.179.,3.185.
2.707.,3.185.
8.700.,3.185.
8.389.,3.185.
4.403.,3.185.
-1.412.,3.185.
8.587.,3.185.
-1.486.,3.185.
7.576.,3.185.
-5.232.,3.185.
-7.679.,3.185.
8.582.,3.185.
9.988.,3.185.
-6.152.,3.185.
-0.696.,3.185.
4.021.,3.185.
7.575.,3.185.
0.082.,3.185.
5.630.,3.185.
4.356.,3.185.
6.246.,3.185.
-7.222.,3.185.
-2.867.,3.185.
-6.023.,3.185.
4.863.,3.185.
-4.741.,3.185.
-2.668.,3.185.
-7.331.,3.185.
3.289.,3.185.
-3.613.,3.185.
3.233.,3.185.
8.079.,3.185.
-2.406.,3.185.
