# x,p
0.000,0.000
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,0.000
-4.298,0.000
-4.862,0.000
-5.406,0.000
-5.929,-0.429
-6.428,-0.928
-6.901,-1.401
-7.346,-1.846
-7.761,-2.261
-8.146,-2.646
-8.497,-2.997
-8.815,-3.315
-9.096,-3.596
-9.341,-3.841
-9.549,-4.049
-9.718,-4.218
-9.848,-4.348
-9.938,-4.438
-9.989,-4.489
-9.999,-4.499
-9.969,-4.499
-9.898,-4.499
-9.788,-4.499
-9.638,-4.499
-9.450,-4.499
-9.224,-4.499
-8.960,-4.499
-8.660,-4.499
-8.326,-4.499
-7.958,-4.499
-7.557,-4.499
-7.127,-4.499
-6.668,-4.499
-6.182,-4.499
-5.671,-4.499
-5.137,-4.499
-4.582,-4.499
-4.009,-4.009
-3.420,-3.420
-2.817,-2.817
-2.203,-2.203
-1.580,-1.580
-0.951,-0.951
-0.317,-0.317
0.317,0.317
0.951,0.951
1.580,1.580
2.203,2.203
2.817,2.817
3.420,3.420
4.009,4.009
4.582,4.582
5.137,5.137
5.671,5.671
6.182,6.182
6.668,6.668
7.127,7.127
7.557,7.557
7.958,7.958
8.326,8.326
8.660,8.660
8.960,8.960
9.224,9.224
9.450,9.450
9.638,9.638
9.788,9.788
9.898,9.898
9.969,9.969
9.999,9.999
9.989,9.999
9.938,9.999
9.848,9.999
9.718,9.999
9.549,9.999
9.341,9.999
9.096,9.999
8.815,9.999
8.497,9.999
8.146,9.999
7.761,9.999
7.346,9.999
6.901,9.999
6.428,9.999
5.929,9.999
5.406,9.999
4.862,9.999
4.298,9.798
3.717,9.217
3.120,8.620
2.511,8.011
1.893,7.393
1.266,6.766
0.634,6.134
0.000,5.500
-0.000,5.500
-0.317,5.183
-0.633,4.867
-0.946,4.554
-1.256,4.244
-1.560,3.940
-1.858,3.642
-2.149,3.351
-2.431,3.069
-2.703,2.797
-2.965,2.535
-3.214,2.286
-3.450,2.050
-3.673,1.827
-3.881,1.619
-4.073,1.427
-4.249,1.251
-4.407,1.093
-4.548,0.952
-4.671,0.829
-4.775,0.725
-4.859,0.641
-4.924,0.576
-4.969,0.531
-4.994,0.506
-4.999,0.501
-4.984,0.501
-4.949,0.501
-4.894,0.501
-4.819,0.501
-4.725,0.501
-4.612,0.501
-4.480,0.501
-4.330,0.501
-4.163,0.501
-3.979,0.501
-3.779,0.501
-3.563,0.501
-3.334,0.501
-3.091,0.501
-2.835,0.501
-2.568,0.501
-2.291,0.501
-2.005,0.501
-1.710,0.501
-1.409,0.501
-1.102,0.501
-0.790,0.501
-0.475,0.501
-0.159,0.501
0.159,0.501
0.475,0.501
0.790,0.790
1.102,1.102
1.409,1.409
1.710,1.710
2.005,2.005
2.291,2.291
2.568,2.568
2.835,2.835
3.091,3.091
3.334,3.334
3.563,3.563
3.779,3.779
3.979,3.979
4.163,4.163
4.330,4.330
4.480,4.480
4.612,4.612
4.725,4.725
4.819,4.819
4.894,4.894
4.949,4.949
4.984,4.984
4.999,4.999
4.994,4.999
4.969,4.999
4.924,4.999
4.859,4.999
4.775,4.999
4.671,4.999
4.548,4.999
4.407,4.999
4.249,4.999
4.073,4.999
3.881,4.999
3.673,4.999
3.450,4.999
3.214,4.999
2.965,4.999
2.703,4.999
2.431,4.999
2.149,4.999
1.858,4.999
1.560,4.999
1.256,4.999
0.946,4.999
0.633,4.999
0.317,4.999
0.000,4.999
