# x,p
1.304.,1.304.
-4.723.,1.304.
3.648.,1.304.
6.130.,1.304.
-3.165.,1.304.
-6.716.,1.304.
-3.689.,1.304.
-6.475.,1.304.
-7.597.,1.304.
-2.787.,1.304.
0.221.,1.304.
1.566.,1.304.
9.530.,1.304.
8.876.,1.304.
-0.631.,1.304.
-3.312.,1.304.
7.957.,1.304.
-8.266.,1.304.
-5.554.,1.304.
-1.976.,1.304.
-5.700.,1.304.
-8.413.,1.304.
8.577.,1.304.
5.477.,1.304.
7.084.,1.304.
4.290.,1.304.
5.969.,1.304.
-8.722.,1.304.
1.890.,1.304.
9.818.,1.304.
-8.318.,1.304.
6.073.,1.304.
7.058.,1.304.
-0.456.,1.304.
1.699.,1.304.
6.006.,1.304.
4.177.,1.304.
-2.448.,1.304.
-7.336.,1.304.
3.990.,1.304.
-8.203.,1.304.
1.459.,1.304.
1.486.,1.304.
9.416.,1.304.
-0.370.,1.304.
-5.621.,1.304.
-6.489.,1.304.
-3.998.,1.304.
-3.229.,1.304.
2.995.,1.304.
-9.690.,1.304.
-2.461.,1.304.
0.379.,1.304.
4.610.,1.304.
-5.907.,1.304.
-5.527.,1.304.
2.124.,1.304.
-0.450.,1.304.
-2.764.,1.304.
-7.739.,1.304.
9.038.,1.304.
-5.185.,1.304.
4.115.,1.304.
-9.353.,1.304.
3.844.,1.304.
8.505.,1.304.
-5.799.,1.304.
-9.290.,1.304.
-0.080.,1.304.
5.513.,1.304.
6.331.,1.304.
-5.365.,1.304.
-4.996.,1.304.
-8.546.,1.304.
-3.551.,1.304.
7.141.,1.304.
-2.429.,1.304.
2.145.,1.304.
-0.256.,1.304.
9.537.,1.304.
-0.159.,1.304.
-2.649.,1.304.
-6.502.,1.304.
0.498.,1.304.
-0.039.,1.304.
-5.218.,1.304.
-7.380.,1.304.
-2.574.,1.304.
5.457.,1.304.
0.287.,1.304.
-5.931.,1.304.
-0.988.,1.304.
3.049.,1.304.
-8.633.,1.304.
2.947.,1.304.
2.515.,1.304.
-3.304.,1.304.
7.713.,1.304.
-6.406.,1.304.
0.624.,1.304.
-2.311.,1.304.
4.319.,1.304.
-7.429.,1.304.
6.250.,1.304.
-1.212.,1.304.
-9.902.,1.304.
-6.248.,1.304.
2.458.,1.304.
4.678.,1.304.
7.172.,1.304.
-8.730.,1.304.
-6.239.,1.304.
-7.761.,1.304.
9.210.,1.304.
6.170.,1.304.
-0.007.,1.304.
-1.797.,1.304.
8.481.,1.304.
-5.426.,1.304.
-5.436.,1.304.
-5.426.,1.304.
-4.581.,1.304.
