# x,p
-2.825,-7.475
-7.436,-21.308
6.834,20.503
-2.114,-5.341
3.406,10.218
9.806,29.419
5.232,16.697
-5.638,-15.915
-8.415,-24.246
-9.800,-28.399
-5.950,-17.851
7.803,23.409
-1.616,-3.848
6.482,19.446
3.057,10.172
-3.056,-8.169
-3.269,-8.807
-6.216,-17.647
-4.987,-14.962
-9.628,-27.883
-4.303,-12.910
1.034,3.103
-3.590,-9.771
0.671,2.012
7.322,21.965
5.195,16.586
0.941,3.823
8.598,25.793
-3.309,-8.926
3.274,9.821
-0.855,-1.565
-1.417,-3.252
5.008,15.024
-1.788,-4.363
7.378,22.133
-4.439,-12.316
-8.913,-25.739
-6.476,-19.427
-0.134,-0.401
3.303,9.909
6.635,19.906
-7.049,-20.148
-7.809,-22.427
-3.364,-10.092
9.259,27.777
8.890,27.670
-4.498,-12.495
-9.543,-27.629
-9.423,-27.629
-2.819,-8.456
-9.909,-28.728
-1.439,-4.318
0.959,2.877
9.916,29.749
8.926,27.779
3.034,10.101
-6.495,-18.485
-0.804,-2.412
7.629,22.888
0.529,2.586
3.726,11.177
7.876,23.629
-9.502,-27.507
-8.222,-24.665
1.053,3.158
-1.770,-4.310
-1.707,-4.310
5.868,17.603
-9.971,-28.914
0.535,1.604
-7.744,-22.231
4.603,13.809
5.882,17.647
-0.814,-1.443
-5.668,-16.005
7.774,23.322
7.987,23.960
3.568,11.703
9.255,27.764
-0.528,-0.584
-7.531,-21.593
-4.591,-13.774
9.278,27.835
7.774,24.322
2.159,7.478
3.276,9.827
8.464,25.393
-7.872,-22.617
6.986,20.958
-8.233,-23.698
-6.777,-20.330
1.850,5.551
1.617,5.551
5.969,17.908
1.838,6.514
1.193,4.579
-1.517,-3.551
0.470,1.411
9.040,27.119
6.079,19.238
