# x,p
7.064,7.064
-7.596,-1.096
6.192,6.192
9.947,9.947
5.557,9.947
-2.036,4.464
-6.480,0.020
-3.096,0.020
3.260,3.260
2.075,3.260
-8.441,-1.941
-3.017,-1.941
-7.264,-1.941
-1.656,-1.656
-3.071,-1.656
5.341,5.341
-6.625,-0.125
4.991,4.991
-7.727,-1.227
5.972,5.972
-5.746,0.754
6.127,6.127
-4.605,1.895
4.651,4.651
6.767,6.767
-9.859,-3.359
4.964,4.964
-4.152,2.348
9.311,9.311
6.608,9.311
3.752,9.311
-5.225,1.275
6.046,6.046
-1.643,4.857
-4.243,2.257
-2.758,2.257
3.290,3.290
2.592,3.290
9.125,9.125
4.982,9.125
-0.100,6.400
4.020,6.400
1.952,6.400
-2.901,3.599
2.185,3.599
2.786,3.599
3.116,3.599
1.811,3.599
0.455,3.599
9.260,9.260
9.219,9.260
-5.405,1.095
7.218,7.218
-1.107,5.393
-5.903,0.597
7.352,7.352
-3.610,2.890
-1.643,2.890
8.939,8.939
0.293,6.793
-1.151,5.349
3.490,5.349
-2.416,4.084
-1.641,4.084
7.956,7.956
-5.959,0.541
-3.633,0.541
7.588,7.588
-3.665,2.835
-3.970,2.530
-4.269,2.231
6.157,6.157
3.728,6.157
7.209,7.209
-9.547,-3.047
5.850,5.850
9.582,9.582
-3.394,3.106
1.915,3.106
5.922,5.922
4.036,5.922
3.699,5.922
8.029,8.029
-0.132,6.368
6.834,6.834
-2.616,3.884
-9.268,-2.768
6.997,6.997
7.779,7.779
9.203,9.203
7.776,9.203
-7.569,-1.069
-6.190,-1.069
7.012,7.012
-8.188,-1.688
0.956,0.956
-1.148,0.956
0.129,0.956
1.550,1.550
7.329,7.329
