# x,p
-3.318.,-3.318.
-1.665.,-0.167.
-4.753.,-0.167.
-1.953.,-0.167.
5.868.,0.587.
-1.381.,0.587.
-4.551.,0.587.
4.190.,0.587.
4.460.,0.587.
-5.109.,0.587.
0.121.,0.587.
7.128.,0.713.
-5.730.,0.713.
8.421.,0.842.
-2.218.,0.842.
4.944.,0.842.
2.316.,0.842.
-8.932.,0.842.
-1.150.,0.842.
-8.762.,0.842.
5.821.,0.842.
-9.035.,0.842.
8.808.,0.881.
-4.747.,0.881.
-3.047.,0.881.
-4.569.,0.881.
5.398.,0.881.
9.131.,0.913.
5.374.,0.913.
-4.648.,0.913.
-0.865.,0.913.
2.367.,0.913.
-1.361.,0.913.
0.702.,0.913.
-7.558.,0.913.
0.739.,0.913.
0.457.,0.913.
-3.811.,0.913.
-7.941.,0.913.
-0.340.,0.913.
-9.695.,0.913.
-9.550.,0.913.
-9.803.,0.913.
-4.614.,0.913.
-1.399.,0.913.
6.074.,0.913.
5.070.,0.913.
-3.641.,0.913.
-8.088.,0.913.
9.491.,0.949.
-3.377.,0.949.
-6.596.,0.949.
-3.153.,0.949.
-8.783.,0.949.
6.670.,0.949.
5.416.,0.949.
-1.257.,0.949.
-9.167.,0.949.
0.793.,0.949.
-5.479.,0.949.
-2.114.,0.949.
-4.206.,0.949.
1.407.,0.949.
3.257.,0.949.
-4.913.,0.949.
4.394.,0.949.
1.804.,0.949.
-0.636.,0.949.
6.640.,0.949.
2.840.,0.949.
0.883.,0.949.
5.328.,0.949.
-6.684.,0.949.
-5.752.,0.949.
8.420.,0.949.
-8.117.,0.949.
-3.261.,0.949.
-3.949.,0.949.
7.523.,0.949.
-6.001.,0.949.
6.810.,0.949.
-6.303.,0.949.
-7.725.,0.949.
-9.101.,0.949.
-3.112.,0.949.
4.158.,0.949.
-8.221.,0.949.
8.104.,0.949.
3.838.,0.949.
-7.498.,0.949.
9.056.,0.949.
-9.613.,0.949.
-6.186.,0.949.
-8.011.,0.949.
-2.340.,0.949.
2.523.,0.949.
8.199.,0.949.
1.087.,0.949.
6.371.,0.949.
-4.426.,0.949.
-8.238.,0.949.
0.158.,0.949.
7.882.,0.949.
5.991.,0.949.
9.043.,0.949.
5.208.,0.949.
-2.676.,0.949.
-2.972.,0.949.
-1.762.,0.949.
-7.920.,0.949.
-3.374.,0.949.
-9.880.,0.949.
0.642.,0.949.
-5.330.,0.949.
3.473.,0.949.
-2.803.,0.949.
-3.791.,0.949.
-5.718.,0.949.
2.372.,0.949.
-5.277.,0.949.
-7.811.,0.949.
0.558.,0.949.
0.986.,0.949.
9.714.,0.971.
5.880.,0.971.
-6.359.,0.971.
-4.728.,0.971.
1.514.,0.971.
-2.210.,0.971.
-7.616.,0.971.
7.774.,0.971.
3.808.,0.971.
-9.482.,0.971.
8.305.,0.971.
-7.445.,0.971.
-0.455.,0.971.
-4.307.,0.971.
-8.642.,0.971.
3.647.,0.971.
1.254.,0.971.
6.536.,0.971.
4.524.,0.971.
-1.173.,0.971.
-7.965.,0.971.
7.982.,0.971.
-6.613.,0.971.
7.640.,0.971.
5.092.,0.971.
-1.870.,0.971.
-7.576.,0.971.
6.409.,0.971.
7.461.,0.971.
-4.134.,0.971.
6.956.,0.971.
4.426.,0.971.
-1.519.,0.971.
-5.353.,0.971.
2.828.,0.971.
-1.154.,0.971.
-5.638.,0.971.
-8.199.,0.971.
-7.915.,0.971.
-9.504.,0.971.
-6.286.,0.971.
-1.077.,0.971.
0.802.,0.971.
2.562.,0.971.
-2.135.,0.971.
-6.835.,0.971.
-4.024.,0.971.
1.127.,0.971.
-9.829.,0.971.
-3.313.,0.971.
7.592.,0.971.
7.326.,0.971.
5.145.,0.971.
1.384.,0.971.
-0.183.,0.971.
1.551.,0.971.
-6.646.,0.971.
-0.202.,0.971.
3.231.,0.971.
-1.275.,0.971.
-6.126.,0.971.
6.839.,0.971.
3.760.,0.971.
5.329.,0.971.
2.525.,0.971.
4.268.,0.971.
-4.891.,0.971.
7.278.,0.971.
2.417.,0.971.
-5.697.,0.971.
9.065.,0.971.
6.099.,0.971.
-4.414.,0.971.
-1.762.,0.971.
-6.389.,0.971.
4.610.,0.971.
-5.438.,0.971.
5.989.,0.971.
-4.370.,0.971.
9.836.,0.984.
-7.517.,0.984.
-1.439.,0.984.
-6.246.,0.984.
-9.125.,0.984.
5.199.,0.984.
-7.401.,0.984.
7.450.,0.984.
1.995.,0.984.
-7.295.,0.984.
4.816.,0.984.
7.940.,0.984.
3.224.,0.984.
7.419.,0.984.
6.327.,0.984.
-5.435.,0.984.
5.447.,0.984.
4.007.,0.984.
4.150.,0.984.
-6.486.,0.984.
7.546.,0.984.
-9.866.,0.984.
5.917.,0.984.
5.828.,0.984.
7.093.,0.984.
-8.690.,0.984.
8.985.,0.984.
1.847.,0.984.
-5.048.,0.984.
4.735.,0.984.
5.859.,0.984.
5.744.,0.984.
-8.513.,0.984.
-4.134.,0.984.
-5.934.,0.984.
9.113.,0.984.
-6.275.,0.984.
-8.780.,0.984.
-2.058.,0.984.
-8.836.,0.984.
-9.532.,0.984.
5.281.,0.984.
1.222.,0.984.
-8.438.,0.984.
7.731.,0.984.
-6.358.,0.984.
-5.816.,0.984.
-1.108.,0.984.
1.197.,0.984.
9.512.,0.984.
6.503.,0.984.
9.230.,0.984.
5.481.,0.984.
-9.501.,0.984.
3.590.,0.984.
-7.869.,0.984.
2.073.,0.984.
0.053.,0.984.
-0.931.,0.984.
7.658.,0.984.
1.975.,0.984.
-3.769.,0.984.
-4.190.,0.984.
2.595.,0.984.
-3.862.,0.984.
8.364.,0.984.
8.733.,0.984.
9.939.,0.994.
-3.726.,0.994.
5.334.,0.994.
-0.038.,0.994.
-5.126.,0.994.
-4.031.,0.994.
-0.811.,0.994.
-2.240.,0.994.
-0.425.,0.994.
-6.534.,0.994.
5.243.,0.994.
0.942.,0.994.
-0.983.,0.994.
5.923.,0.994.
-0.954.,0.994.
3.144.,0.994.
-8.453.,0.994.
-5.434.,0.994.
-5.914.,0.994.
3.314.,0.994.
-1.777.,0.994.
9.072.,0.994.
9.410.,0.994.
-3.952.,0.994.
5.438.,0.994.
0.015.,0.994.
-6.941.,0.994.
5.812.,0.994.
9.035.,0.994.
6.351.,0.994.
-5.316.,0.994.
2.577.,0.994.
3.775.,0.994.
-9.906.,0.994.
-1.567.,0.994.
-1.717.,0.994.
-0.556.,0.994.
8.321.,0.994.
0.256.,0.994.
1.325.,0.994.
-4.266.,0.994.
-7.437.,0.994.
-2.924.,0.994.
8.107.,0.994.
-9.814.,0.994.
8.487.,0.994.
-0.015.,0.994.
6.426.,0.994.
1.919.,0.994.
5.608.,0.994.
-2.281.,0.994.
-3.171.,0.994.
8.790.,0.994.
-7.818.,0.994.
9.222.,0.994.
0.910.,0.994.
-3.003.,0.994.
2.145.,0.994.
-4.972.,0.994.
4.746.,0.994.
-7.355.,0.994.
4.122.,0.994.
-7.943.,0.994.
6.002.,0.994.
-5.262.,0.994.
6.005.,0.994.
-7.265.,0.994.
4.893.,0.994.
-6.783.,0.994.
-4.550.,0.994.
1.828.,0.994.
9.578.,0.994.
-2.711.,0.994.
-2.725.,0.994.
-7.585.,0.994.
0.999.,0.994.
-2.832.,0.994.
-2.882.,0.994.
-2.620.,0.994.
-3.279.,0.994.
4.973.,0.994.
-8.098.,0.994.
8.051.,0.994.
-2.132.,0.994.
-7.079.,0.994.
-2.610.,0.994.
-1.269.,0.994.
-0.566.,0.994.
-3.781.,0.994.
-3.009.,0.994.
2.015.,0.994.
0.152.,0.994.
7.216.,0.994.
6.008.,0.994.
8.903.,0.994.
2.445.,0.994.
4.314.,0.994.
-8.053.,0.994.
-2.951.,0.994.
-9.806.,0.994.
-7.239.,0.994.
-6.026.,0.994.
4.928.,0.994.
-3.852.,0.994.
-9.464.,0.994.
-9.468.,0.994.
-3.075.,0.994.
-4.737.,0.994.
4.425.,0.994.
-1.030.,0.994.
3.788.,0.994.
2.773.,0.994.
-6.508.,0.994.
7.235.,0.994.
9.221.,0.994.
7.198.,0.994.
-9.724.,0.994.
-3.535.,0.994.
0.063.,0.994.
2.338.,0.994.
-9.540.,0.994.
-6.446.,0.994.
8.320.,0.994.
3.695.,0.994.
-0.659.,0.994.
-8.678.,0.994.
6.288.,0.994.
-9.561.,0.994.
-3.054.,0.994.
-0.284.,0.994.
-6.596.,0.994.
2.782.,0.994.
-8.060.,0.994.
8.572.,0.994.
2.576.,0.994.
3.181.,0.994.
4.196.,0.994.
3.820.,0.994.
-6.804.,0.994.
3.043.,0.994.
-9.170.,0.994.
4.320.,0.994.
-6.308.,0.994.
1.362.,0.994.
-1.115.,0.994.
8.996.,0.994.
-2.259.,0.994.
-4.064.,0.994.
3.774.,0.994.
9.108.,0.994.
0.651.,0.994.
-0.229.,0.994.
-2.664.,0.994.
1.840.,0.994.
-5.749.,0.994.
1.066.,0.994.
-2.951.,0.994.
6.871.,0.994.
5.989.,0.994.
1.962.,0.994.
8.373.,0.994.
-1.636.,0.994.
-8.697.,0.994.
1.327.,0.994.
-9.470.,0.994.
-0.978.,0.994.
2.193.,0.994.
1.967.,0.994.
4.834.,0.994.
-3.182.,0.994.
-9.533.,0.994.
1.801.,0.994.
-2.994.,0.994.
4.320.,0.994.
6.655.,0.994.
-2.132.,0.994.
0.394.,0.994.
5.750.,0.994.
-1.629.,0.994.
-9.340.,0.994.
6.164.,0.994.
-4.070.,0.994.
3.401.,0.994.
-7.651.,0.994.
6.884.,0.994.
-4.160.,0.994.
6.114.,0.994.
9.578.,0.994.
1.578.,0.994.
3.418.,0.994.
-5.288.,0.994.
-5.373.,0.994.
-4.746.,0.994.
4.349.,0.994.
5.671.,0.994.
2.539.,0.994.
-3.587.,0.994.
9.384.,0.994.
-5.421.,0.994.
2.055.,0.994.
9.626.,0.994.
-6.889.,0.994.
-6.554.,0.994.
-5.473.,0.994.
8.281.,0.994.
8.574.,0.994.
3.576.,0.994.
-8.623.,0.994.
-6.503.,0.994.
6.675.,0.994.
9.455.,0.994.
9.184.,0.994.
7.678.,0.994.
0.421.,0.994.
3.601.,0.994.
-7.235.,0.994.
-8.827.,0.994.
1.229.,0.994.
-7.471.,0.994.
9.163.,0.994.
6.561.,0.994.
8.178.,0.994.
8.274.,0.994.
3.792.,0.994.
5.461.,0.994.
4.096.,0.994.
-1.675.,0.994.
2.581.,0.994.
-4.222.,0.994.
7.274.,0.994.
2.306.,0.994.
