# x,p
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,-1.150
-4.298,-2.894
-4.862,-4.586
-5.406,-6.219
-5.929,-7.787
-6.428,-9.284
-6.901,-10.702
-7.346,-12.038
-7.761,-13.284
-8.146,-14.437
-8.497,-15.492
-8.815,-16.444
-9.096,-17.289
-9.341,-18.024
-9.549,-18.647
-9.718,-19.154
-9.848,-19.544
-9.938,-19.815
-9.989,-19.966
-9.999,-19.996
-9.969,-19.996
-9.898,-19.996
-9.788,-19.996
-9.638,-19.996
-9.450,-19.996
-9.224,-19.996
-8.960,-19.996
-8.660,-19.996
-8.326,-19.996
-7.958,-19.996
-7.557,-19.996
-7.127,-19.996
-6.668,-19.996
-6.182,-18.545
-5.671,-17.012
-5.137,-15.410
-4.582,-13.747
-4.009,-12.028
-3.420,-10.261
-2.817,-8.452
-2.203,-6.609
-1.580,-4.740
-0.951,-2.852
-0.317,-0.952
0.317,0.952
0.951,2.852
1.580,4.740
2.203,6.609
2.817,8.452
3.420,10.261
4.009,12.028
4.582,13.747
5.137,15.410
5.671,17.012
6.182,18.545
6.668,20.003
7.127,21.381
7.557,22.672
7.958,23.873
8.326,24.977
8.660,25.981
8.960,26.880
9.224,27.671
9.450,28.350
9.638,28.915
9.788,29.364
9.898,29.695
9.969,29.906
9.999,29.996
9.989,29.996
9.938,29.996
9.848,29.996
9.718,29.996
9.549,29.996
9.341,29.996
9.096,29.996
8.815,29.996
8.497,29.996
8.146,29.996
7.761,29.996
7.346,29.996
6.901,29.996
6.428,29.284
5.929,27.787
5.406,26.219
4.862,24.586
4.298,22.894
3.717,21.150
3.120,19.361
2.511,17.534
1.893,15.678
1.266,13.798
0.634,11.903
0.000,10.000
-0.000,10.000
-0.317,9.049
-0.633,8.101
-0.946,7.161
-1.256,6.233
-1.560,5.319
-1.858,4.425
-2.149,3.553
-2.431,2.707
-2.703,1.890
-2.965,1.106
-3.214,0.358
-3.450,-0.351
-3.673,-1.019
-3.881,-1.642
-4.073,-2.219
-4.249,-2.746
-4.407,-3.222
-4.548,-3.644
-4.671,-4.012
-4.775,-4.324
-4.859,-4.577
-4.924,-4.772
-4.969,-4.908
-4.994,-4.983
-4.999,-4.998
-4.984,-4.998
-4.949,-4.998
-4.894,-4.998
-4.819,-4.998
-4.725,-4.998
-4.612,-4.998
-4.480,-4.998
-4.330,-4.998
-4.163,-4.998
-3.979,-4.998
-3.779,-4.998
-3.563,-4.998
-3.334,-4.998
-3.091,-4.998
-2.835,-4.998
-2.568,-4.998
-2.291,-4.998
-2.005,-4.998
-1.710,-4.998
-1.409,-4.226
-1.102,-3.305
-0.790,-2.370
-0.475,-1.426
-0.159,-0.476
0.159,0.476
0.475,1.426
0.790,2.370
1.102,3.305
1.409,4.226
1.710,5.130
2.005,6.014
2.291,6.873
2.568,7.705
2.835,8.506
3.091,9.272
3.334,10.002
3.563,10.690
3.779,11.336
3.979,11.936
4.163,12.489
4.330,12.990
4.480,13.440
4.612,13.835
4.725,14.175
4.819,14.458
4.894,14.682
4.949,14.847
4.984,14.953
4.999,14.998
4.994,14.998
4.969,14.998
4.924,14.998
4.859,14.998
4.775,14.998
4.671,14.998
4.548,14.998
4.407,14.998
4.249,14.998
4.073,14.998
3.881,14.998
3.673,14.998
3.450,14.998
3.214,14.998
2.965,14.998
2.703,14.998
2.431,14.998
2.149,14.998
1.858,14.998
1.560,14.681
1.256,13.767
0.946,12.839
0.633,11.899
0.317,10.951
0.000,10.000
