# x,p
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,-2.016
-2.511,-4.802
-3.120,-7.542
-3.717,-10.225
-4.298,-12.841
-4.862,-15.379
-5.406,-17.829
-5.929,-20.181
-6.428,-22.425
-6.901,-24.554
-7.346,-26.557
-7.761,-28.427
-8.146,-30.156
-8.497,-31.738
-8.815,-33.165
-9.096,-34.433
-9.341,-35.537
-9.549,-36.471
-9.718,-37.232
-9.848,-37.816
-9.938,-38.223
-9.989,-38.449
-9.999,-38.494
-9.969,-38.494
-9.898,-38.494
-9.788,-38.494
-9.638,-38.494
-9.450,-38.494
-9.224,-38.494
-8.960,-38.494
-8.660,-38.494
-8.326,-37.466
-7.958,-35.809
-7.557,-34.009
-7.127,-32.071
-6.668,-30.005
-6.182,-27.817
-5.671,-25.518
-5.137,-23.115
-4.582,-20.620
-4.009,-18.042
-3.420,-15.391
-2.817,-12.678
-2.203,-9.914
-1.580,-7.110
-0.951,-4.278
-0.317,-1.428
0.317,1.428
0.951,4.278
1.580,7.110
2.203,9.914
2.817,12.678
3.420,15.391
4.009,18.042
4.582,20.620
5.137,23.115
5.671,25.518
6.182,27.817
6.668,30.005
7.127,32.071
7.557,34.009
7.958,35.809
8.326,37.466
8.660,38.971
8.960,40.320
9.224,41.506
9.450,42.525
9.638,43.373
9.788,44.046
9.898,44.542
9.969,44.858
9.999,44.994
9.989,44.994
9.938,44.994
9.848,44.994
9.718,44.994
9.549,44.994
9.341,44.994
9.096,44.994
8.815,44.994
8.497,44.738
8.146,43.156
7.761,41.427
7.346,39.557
6.901,37.554
6.428,35.425
5.929,33.181
5.406,30.829
4.862,28.379
4.298,25.841
3.717,23.225
3.120,20.542
2.511,17.802
1.893,15.016
1.266,12.197
0.634,9.354
0.000,6.500
-0.000,6.500
-0.317,5.073
-0.633,3.652
-0.946,2.242
-1.256,0.849
-1.560,-0.521
-1.858,-1.862
-2.149,-3.170
-2.431,-4.439
-2.703,-5.664
-2.965,-6.840
-3.214,-7.963
-3.450,-9.027
-3.673,-10.028
-3.881,-10.963
-4.073,-11.828
-4.249,-12.619
-4.407,-13.333
-4.548,-13.967
-4.671,-14.518
-4.775,-14.985
-4.859,-15.366
-4.924,-15.658
-4.969,-15.861
-4.994,-15.975
-4.999,-15.997
-4.984,-15.997
-4.949,-15.997
-4.894,-15.997
-4.819,-15.997
-4.725,-15.997
-4.612,-15.997
-4.480,-15.997
-4.330,-15.997
-4.163,-15.997
-3.979,-15.997
-3.779,-15.997
-3.563,-15.997
-3.334,-15.002
-3.091,-13.909
-2.835,-12.759
-2.568,-11.558
-2.291,-10.310
-2.005,-9.021
-1.710,-7.695
-1.409,-6.339
-1.102,-4.957
-0.790,-3.555
-0.475,-2.139
-0.159,-0.714
0.159,0.714
0.475,2.139
0.790,3.555
1.102,4.957
1.409,6.339
1.710,7.695
2.005,9.021
2.291,10.310
2.568,11.558
2.835,12.759
3.091,13.909
3.334,15.002
3.563,16.036
3.779,17.004
3.979,17.905
4.163,18.733
4.330,19.486
4.480,20.160
4.612,20.753
4.725,21.263
4.819,21.686
4.894,22.023
4.949,22.271
4.984,22.429
4.999,22.497
4.994,22.497
4.969,22.497
4.924,22.497
4.859,22.497
4.775,22.497
4.671,22.497
4.548,22.497
4.407,22.497
4.249,22.497
4.073,22.497
3.881,22.497
3.673,22.497
3.450,22.027
3.214,20.963
2.965,19.840
2.703,18.664
2.431,17.439
2.149,16.170
1.858,14.862
1.560,13.521
1.256,12.151
0.946,10.758
0.633,9.348
0.317,7.927
0.000,6.500
