# x,p
3.360,10.079
7.497,22.491
-9.791,-23.874
-5.178,-15.534
-6.570,-15.534
-4.420,-13.259
9.783,29.348
-1.416,1.251
-8.047,-18.642
-0.624,-1.873
8.552,25.657
-9.683,-23.548
-1.085,-3.254
-5.720,-11.659
4.165,12.496
5.859,17.577
9.733,29.198
-0.947,2.658
9.315,27.944
-2.956,-3.369
-4.719,-8.656
-6.723,-14.668
1.806,5.419
8.038,24.115
-6.182,-13.046
0.424,1.271
-6.739,-14.717
-1.234,-3.702
2.601,7.804
2.478,7.804
-9.757,-23.771
5.088,15.265
1.476,9.928
-2.076,-0.728
-7.147,-15.940
3.915,11.744
1.484,9.953
-2.827,-2.981
3.135,9.406
-8.410,-19.731
-9.691,-23.572
0.963,2.889
8.292,24.875
-6.421,-13.763
-0.063,-0.188
-1.784,-0.188
-0.489,-0.188
-5.195,-10.085
6.874,20.621
2.246,12.237
2.884,12.237
-2.637,-2.411
-1.268,-2.411
-6.561,-14.183
2.361,7.082
7.462,22.386
9.636,28.907
8.817,28.907
9.459,28.907
2.198,12.095
5.944,17.832
-9.632,-23.397
4.661,13.984
-3.086,-3.757
-6.397,-13.690
-8.127,-18.881
2.621,7.862
8.315,24.944
-1.180,1.960
-7.825,-17.976
-1.966,-5.897
-8.629,-20.386
1.067,3.202
-2.784,-2.851
-7.194,-16.083
-2.750,-8.249
-1.675,-5.025
-4.081,-6.743
3.853,11.560
3.167,11.560
8.537,25.611
5.152,20.955
9.027,27.080
-7.328,-16.485
1.798,5.394
0.296,5.394
-0.411,4.267
5.825,17.474
7.940,23.820
-4.565,-8.194
6.141,18.423
-7.349,-16.546
-0.512,-1.536
-4.697,-8.590
1.220,3.659
2.816,8.449
-2.265,-1.295
-8.998,-21.495
-4.690,-14.070
9.233,27.699
