# x,p
4.044,4.044
-1.167,4.044
-1.603,4.044
1.536,4.044
-0.768,4.044
6.965,6.965
-8.937,-2.437
6.968,6.968
0.212,6.712
-3.760,2.740
-2.465,2.740
8.667,8.667
-5.849,0.651
-4.452,0.651
-1.317,0.651
0.739,0.739
-4.020,0.739
-0.667,0.739
6.695,6.695
7.602,7.602
-7.708,-1.208
9.406,9.406
-1.310,5.190
9.707,9.707
-9.482,-2.982
8.539,8.539
8.413,8.539
-8.351,-1.851
-0.346,-0.346
9.694,9.694
-2.856,3.644
4.672,4.672
9.362,9.362
-0.255,6.245
4.486,6.245
0.865,6.245
-8.932,-2.432
-4.266,-2.432
1.920,1.920
9.502,9.502
-1.883,4.617
1.621,4.617
-9.287,-2.787
-5.905,-2.787
-5.446,-2.787
5.554,5.554
-4.425,2.075
-3.632,2.075
-1.790,2.075
-2.227,2.075
6.693,6.693
4.957,6.693
-9.691,-3.191
-4.854,-3.191
-9.475,-3.191
2.242,2.242
-4.940,1.560
8.570,8.570
-3.438,3.062
-4.659,1.841
1.258,1.841
-0.274,1.841
6.676,6.676
6.456,6.676
-5.060,1.440
8.776,8.776
1.392,7.892
6.058,7.892
-9.501,-3.001
-6.680,-3.001
-0.655,-0.655
4.328,4.328
-7.380,-0.880
-6.498,-0.880
-6.718,-0.880
-1.973,-0.880
-9.076,-2.576
-4.774,-2.576
-5.602,-2.576
-0.698,-0.698
5.771,5.771
4.617,5.771
9.852,9.852
4.007,9.852
9.864,9.864
3.564,9.864
2.808,9.308
6.238,9.308
2.935,9.308
6.648,9.308
1.928,8.428
-7.295,-0.795
9.124,9.124
-7.595,-1.095
-4.581,-1.095
6.757,6.757
-7.411,-0.911
0.210,0.210
-7.995,-1.495
7.655,7.655
