# x,p
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,-0.933
-4.298,-2.096
-4.862,-3.224
-5.406,-4.313
-5.929,-5.358
-6.428,-6.356
-6.901,-7.302
-7.346,-8.192
-7.761,-9.023
-8.146,-9.792
-8.497,-10.495
-8.815,-11.129
-9.096,-11.693
-9.341,-12.183
-9.549,-12.598
-9.718,-12.936
-9.848,-13.196
-9.938,-13.377
-9.989,-13.477
-9.999,-13.497
-9.969,-13.497
-9.898,-13.497
-9.788,-13.497
-9.638,-13.497
-9.450,-13.497
-9.224,-13.497
-8.960,-13.497
-8.660,-13.497
-8.326,-13.497
-7.958,-13.497
-7.557,-13.497
-7.127,-13.497
-6.668,-13.335
-6.182,-12.363
-5.671,-11.341
-5.137,-10.274
-4.582,-9.165
-4.009,-8.019
-3.420,-6.840
-2.817,-5.635
-2.203,-4.406
-1.580,-3.160
-0.951,-1.901
-0.317,-0.635
0.317,0.635
0.951,1.901
1.580,3.160
2.203,4.406
2.817,5.635
3.420,6.840
4.009,8.019
4.582,9.165
5.137,10.274
5.671,11.341
6.182,12.363
6.668,13.335
7.127,14.254
7.557,15.115
7.958,15.915
8.326,16.651
8.660,17.321
8.960,17.920
9.224,18.447
9.450,18.900
9.638,19.277
9.788,19.576
9.898,19.796
9.969,19.937
9.999,19.997
9.989,19.997
9.938,19.997
9.848,19.997
9.718,19.997
9.549,19.997
9.341,19.997
9.096,19.997
8.815,19.997
8.497,19.997
8.146,19.997
7.761,19.997
7.346,19.997
6.901,19.997
6.428,19.356
5.929,18.358
5.406,17.313
4.862,16.224
4.298,15.096
3.717,13.933
3.120,12.741
2.511,11.523
1.893,10.285
1.266,9.032
0.634,7.768
0.000,6.500
-0.000,6.500
-0.317,5.866
-0.633,5.234
-0.946,4.607
-1.256,3.989
-1.560,3.380
-1.858,2.783
-2.149,2.202
-2.431,1.638
-2.703,1.094
-2.965,0.571
-3.214,0.072
-3.450,-0.401
-3.673,-0.846
-3.881,-1.261
-4.073,-1.646
-4.249,-1.997
-4.407,-2.315
-4.548,-2.596
-4.671,-2.841
-4.775,-3.049
-4.859,-3.218
-4.924,-3.348
-4.969,-3.438
-4.994,-3.489
-4.999,-3.499
-4.984,-3.499
-4.949,-3.499
-4.894,-3.499
-4.819,-3.499
-4.725,-3.499
-4.612,-3.499
-4.480,-3.499
-4.330,-3.499
-4.163,-3.499
-3.979,-3.499
-3.779,-3.499
-3.563,-3.499
-3.334,-3.499
-3.091,-3.499
-2.835,-3.499
-2.568,-3.499
-2.291,-3.499
-2.005,-3.499
-1.710,-3.420
-1.409,-2.817
-1.102,-2.203
-0.790,-1.580
-0.475,-0.951
-0.159,-0.317
0.159,0.317
0.475,0.951
0.790,1.580
1.102,2.203
1.409,2.817
1.710,3.420
2.005,4.009
2.291,4.582
2.568,5.137
2.835,5.671
3.091,6.182
3.334,6.668
3.563,7.127
3.779,7.557
3.979,7.958
4.163,8.326
4.330,8.660
4.480,8.960
4.612,9.224
4.725,9.450
4.819,9.638
4.894,9.788
4.949,9.898
4.984,9.969
4.999,9.999
4.994,9.999
4.969,9.999
4.924,9.999
4.859,9.999
4.775,9.999
4.671,9.999
4.548,9.999
4.407,9.999
4.249,9.999
4.073,9.999
3.881,9.999
3.673,9.999
3.450,9.999
3.214,9.999
2.965,9.999
2.703,9.999
2.431,9.999
2.149,9.999
1.858,9.999
1.560,9.620
1.256,9.011
0.946,8.393
0.633,7.766
0.317,7.134
0.000,6.500
