# x,p
-5.557.,-5.557.
8.995.,8.995.
-3.444.,8.995.
-0.066.,8.995.
8.730.,8.995.
5.046.,8.995.
2.339.,8.995.
8.880.,8.995.
5.190.,8.995.
-1.753.,8.995.
-5.062.,8.995.
2.372.,8.995.
-3.968.,8.995.
5.299.,8.995.
0.450.,8.995.
-9.792.,8.995.
-9.713.,8.995.
3.992.,8.995.
-5.982.,8.995.
-3.232.,8.995.
-3.136.,8.995.
-0.396.,8.995.
-5.614.,8.995.
2.891.,8.995.
-8.806.,8.995.
7.562.,8.995.
8.563.,8.995.
-5.609.,8.995.
6.927.,8.995.
8.577.,8.995.
-7.030.,8.995.
-3.020.,8.995.
-7.750.,8.995.
-7.428.,8.995.
-4.199.,8.995.
-3.455.,8.995.
-3.638.,8.995.
5.715.,8.995.
4.825.,8.995.
7.940.,8.995.
-5.846.,8.995.
-9.939.,8.995.
7.822.,8.995.
-9.613.,8.995.
4.185.,8.995.
-6.659.,8.995.
2.424.,8.995.
1.516.,8.995.
3.719.,8.995.
7.261.,8.995.
-0.136.,8.995.
-9.642.,8.995.
-8.014.,8.995.
4.088.,8.995.
3.275.,8.995.
-3.592.,8.995.
-3.043.,8.995.
1.908.,8.995.
0.561.,8.995.
-8.399.,8.995.
-6.723.,8.995.
-9.724.,8.995.
8.683.,8.995.
-1.566.,8.995.
-8.897.,8.995.
8.469.,8.995.
-2.730.,8.995.
-2.161.,8.995.
-5.394.,8.995.
1.047.,8.995.
-7.714.,8.995.
9.918.,9.918.
-0.510.,9.918.
-7.449.,9.918.
4.344.,9.918.
-8.765.,9.918.
2.096.,9.918.
-4.519.,9.918.
-7.621.,9.918.
-1.691.,9.918.
-9.101.,9.918.
-4.672.,9.918.
-8.182.,9.918.
6.006.,9.918.
5.289.,9.918.
-5.648.,9.918.
-1.963.,9.918.
-0.273.,9.918.
-5.022.,9.918.
3.551.,9.918.
8.517.,9.918.
-2.959.,9.918.
5.917.,9.918.
-6.555.,9.918.
-1.189.,9.918.
-6.195.,9.918.
-7.751.,9.918.
-7.247.,9.918.
7.844.,9.918.
-5.224.,9.918.
8.810.,9.918.
0.302.,9.918.
1.346.,9.918.
7.243.,9.918.
6.605.,9.918.
2.660.,9.918.
-6.704.,9.918.
6.461.,9.918.
9.199.,9.918.
-0.005.,9.918.
-9.708.,9.918.
7.115.,9.918.
-6.655.,9.918.
9.082.,9.918.
-0.605.,9.918.
0.307.,9.918.
9.154.,9.918.
-5.809.,9.918.
5.388.,9.918.
7.507.,9.918.
6.070.,9.918.
3.464.,9.918.
-8.421.,9.918.
-8.215.,9.918.
3.517.,9.918.
-3.699.,9.918.
5.915.,9.918.
-9.985.,9.918.
-0.998.,9.918.
-1.991.,9.918.
-3.283.,9.918.
-6.014.,9.918.
7.307.,9.918.
5.976.,9.918.
-5.477.,9.918.
9.597.,9.918.
-2.049.,9.918.
4.789.,9.918.
-2.624.,9.918.
1.977.,9.918.
-4.416.,9.918.
1.472.,9.918.
-3.977.,9.918.
-0.895.,9.918.
-1.766.,9.918.
-0.285.,9.918.
8.593.,9.918.
0.079.,9.918.
-0.122.,9.918.
-8.198.,9.918.
5.157.,9.918.
-2.847.,9.918.
-1.311.,9.918.
6.732.,9.918.
5.079.,9.918.
-1.947.,9.918.
-9.516.,9.918.
4.036.,9.918.
6.250.,9.918.
-0.329.,9.918.
5.812.,9.918.
-8.406.,9.918.
-7.690.,9.918.
-6.448.,9.918.
-2.740.,9.918.
7.392.,9.918.
5.898.,9.918.
-6.934.,9.918.
1.560.,9.918.
0.399.,9.918.
6.255.,9.918.
4.835.,9.918.
5.065.,9.918.
-7.067.,9.918.
-7.950.,9.918.
-6.445.,9.918.
-1.444.,9.918.
3.182.,9.918.
0.131.,9.918.
-4.347.,9.918.
2.239.,9.918.
-1.772.,9.918.
0.338.,9.918.
-4.061.,9.918.
-1.505.,9.918.
1.720.,9.918.
-9.842.,9.918.
-9.469.,9.918.
3.907.,9.918.
-6.571.,9.918.
-8.086.,9.918.
7.439.,9.918.
4.766.,9.918.
1.126.,9.918.
8.574.,9.918.
9.340.,9.918.
-5.238.,9.918.
5.701.,9.918.
-7.038.,9.918.
0.897.,9.918.
-4.875.,9.918.
-5.199.,9.918.
-5.460.,9.918.
-4.596.,9.918.
8.445.,9.918.
1.915.,9.918.
-1.284.,9.918.
-0.247.,9.918.
7.971.,9.918.
-0.389.,9.918.
-1.100.,9.918.
-1.652.,9.918.
1.471.,9.918.
8.462.,9.918.
-5.670.,9.918.
-2.773.,9.918.
2.385.,9.918.
-1.223.,9.918.
-9.742.,9.918.
7.113.,9.918.
-2.631.,9.918.
3.791.,9.918.
