# x,p
2.042,9.189
2.310,10.395
-1.046,-0.708
-5.639,-21.376
6.084,27.379
-5.453,-20.538
8.998,40.490
5.848,30.315
1.259,9.665
-7.468,-29.604
-4.291,-19.312
-2.003,-9.012
1.183,5.321
6.370,28.666
7.566,34.046
-9.384,-38.227
7.088,31.895
2.323,14.455
8.542,38.441
-4.736,-17.314
-0.434,-1.954
-1.982,-4.920
-3.191,-10.359
-6.068,-23.306
-1.544,-6.950
-9.611,-39.251
-0.519,-2.336
-9.294,-37.822
9.083,40.875
-2.406,-6.827
3.109,13.992
-4.185,-14.834
-4.601,-16.706
0.292,1.316
2.052,9.234
8.949,40.270
3.042,17.691
0.437,5.966
2.848,12.814
2.102,12.814
2.601,12.814
0.253,5.140
-8.663,-34.983
-1.538,-6.920
-5.321,-19.944
-9.141,-37.134
4.781,21.513
-5.494,-20.724
-8.773,-35.480
8.186,36.836
8.306,37.376
9.636,43.363
-8.353,-33.590
-9.627,-39.323
-6.486,-29.185
-9.601,-39.205
4.217,18.977
-0.898,-0.039
2.682,12.068
4.013,18.058
-3.583,-12.124
-2.601,-11.706
3.402,15.309
1.886,12.487
8.913,40.109
7.863,39.382
-3.714,-12.715
-9.161,-37.225
-0.452,-2.033
4.748,21.365
7.285,32.780
-5.048,-18.716
9.973,44.878
8.084,40.379
-5.087,-18.890
1.879,8.455
-5.961,-22.824
-5.823,-22.824
-6.348,-24.565
-0.282,-1.267
9.146,41.158
3.492,19.715
5.523,24.852
5.740,25.832
-7.769,-30.962
-7.185,-30.962
-8.379,-33.707
8.845,39.801
7.552,37.982
6.947,35.262
-6.651,-25.930
1.803,8.111
-9.764,-39.938
-4.196,-18.884
-7.926,-31.665
-8.851,-35.829
-5.613,-25.258
4.305,19.372
-8.287,-33.290
5.165,23.240
