# x,p
6.533.,6.533.
4.437.,6.533.
-3.547.,6.533.
-1.926.,6.533.
1.130.,6.533.
0.176.,6.533.
-5.780.,6.533.
-0.699.,6.533.
4.791.,6.533.
-3.005.,6.533.
-7.487.,6.533.
7.104.,6.533.
3.259.,6.533.
-8.482.,6.533.
-3.298.,6.533.
8.341.,6.533.
-2.577.,6.533.
-6.959.,6.533.
5.700.,6.533.
-3.131.,6.533.
9.445.,6.533.
-7.192.,6.533.
-4.320.,6.533.
2.459.,6.533.
-6.689.,6.533.
-3.603.,6.533.
-6.605.,6.533.
9.993.,6.533.
5.721.,6.533.
-2.343.,6.533.
-1.286.,6.533.
6.082.,6.533.
-0.484.,6.533.
-3.445.,6.533.
-8.051.,6.533.
4.549.,6.533.
0.581.,6.533.
-1.648.,6.533.
9.316.,6.533.
8.864.,6.533.
6.323.,6.533.
-7.469.,6.533.
4.621.,6.533.
-7.911.,6.533.
-3.628.,6.533.
-1.563.,6.533.
-7.298.,6.533.
9.341.,6.533.
-1.151.,6.533.
-6.149.,6.533.
2.607.,6.533.
4.718.,6.533.
0.998.,6.533.
8.572.,6.533.
-4.107.,6.533.
1.338.,6.533.
4.297.,6.533.
-3.865.,6.533.
6.166.,6.533.
7.593.,6.533.
0.299.,6.533.
-4.163.,6.533.
-1.882.,6.533.
2.406.,6.533.
9.315.,6.533.
-1.163.,6.533.
3.906.,6.533.
-5.372.,6.533.
-5.850.,6.533.
3.163.,6.533.
-5.029.,6.533.
-3.185.,6.533.
4.244.,6.533.
-2.071.,6.533.
4.597.,6.533.
-6.758.,6.533.
1.950.,6.533.
5.647.,6.533.
-5.012.,6.533.
-9.426.,6.533.
6.372.,6.533.
2.346.,6.533.
4.080.,6.533.
4.161.,6.533.
-7.304.,6.533.
-9.888.,6.533.
7.646.,6.533.
-4.879.,6.533.
1.787.,6.533.
9.552.,6.533.
-3.498.,6.533.
7.670.,6.533.
-2.119.,6.533.
7.518.,6.533.
-3.686.,6.533.
5.243.,6.533.
-2.263.,6.533.
2.088.,6.533.
-4.386.,6.533.
1.611.,6.533.
-0.632.,6.533.
-1.933.,6.533.
-0.130.,6.533.
-2.521.,6.533.
-0.264.,6.533.
3.380.,6.533.
3.690.,6.533.
1.952.,6.533.
6.362.,6.533.
