# x,p
-3.994,-2.987
4.620,9.239
7.970,15.939
3.484,11.968
-1.986,1.029
0.650,1.299
-7.468,-9.935
-5.751,-9.935
2.517,5.035
-0.683,3.634
4.217,8.434
4.620,9.239
-6.663,-8.327
6.150,12.299
-0.780,3.439
-4.899,-4.798
4.203,8.406
-1.292,2.417
8.066,16.133
4.097,13.193
-0.853,3.293
5.713,11.427
0.434,5.869
6.084,12.168
6.976,13.953
-4.683,-4.365
-8.835,-12.671
2.859,5.718
3.906,7.812
9.847,19.693
3.112,11.224
-7.498,-9.997
5.024,10.047
-2.765,-0.530
-2.340,-0.530
1.472,2.944
-3.264,-1.528
2.955,5.910
1.969,5.910
4.783,9.566
-9.377,-13.754
-7.646,-13.754
9.894,19.788
8.589,19.788
3.774,12.548
2.547,10.093
-2.722,-0.445
1.629,3.258
3.684,7.369
-3.935,-2.869
8.015,16.030
8.937,17.873
6.782,17.873
-7.278,-9.557
-5.831,-9.557
8.713,17.426
-4.466,-3.932
0.134,0.268
7.380,14.759
-6.646,-8.292
-6.025,-8.292
-5.118,-8.292
0.320,0.640
-0.727,0.640
1.201,2.401
-6.445,-7.890
-4.368,-7.890
-1.728,-3.457
-0.027,-0.055
7.351,14.702
-3.063,-1.126
4.071,8.141
-3.205,-1.410
-3.009,-1.410
-1.438,-1.410
7.246,14.493
-2.001,0.998
9.687,19.374
4.034,13.069
5.032,13.069
-2.870,-0.741
-2.794,-0.741
3.799,7.598
-1.972,1.056
8.010,16.020
0.094,5.188
5.977,11.954
7.188,14.376
-9.262,-13.523
6.463,12.927
1.226,7.452
3.588,7.452
8.979,17.959
-9.078,-13.155
-1.814,-3.629
9.610,19.221
-6.994,-8.988
-6.782,-8.988
4.306,8.613
-1.145,2.710
