# x,p
0.747.,0.747.
6.366.,0.747.
6.568.,0.747.
9.112.,0.911.
6.328.,0.911.
6.403.,0.911.
2.733.,0.911.
1.250.,0.911.
-5.030.,0.911.
-3.565.,0.911.
3.119.,0.911.
-2.114.,0.911.
-8.137.,0.911.
0.384.,0.911.
-0.772.,0.911.
-5.011.,0.911.
3.887.,0.911.
-9.934.,0.911.
3.459.,0.911.
-4.286.,0.911.
-3.498.,0.911.
9.264.,0.926.
-0.936.,0.926.
-6.756.,0.926.
-9.861.,0.926.
-9.918.,0.926.
-9.527.,0.926.
8.329.,0.926.
-3.343.,0.926.
-2.773.,0.926.
7.510.,0.926.
7.442.,0.926.
0.914.,0.926.
-0.708.,0.926.
-3.168.,0.926.
-6.984.,0.926.
-7.116.,0.926.
2.191.,0.926.
-1.519.,0.926.
3.141.,0.926.
3.859.,0.926.
5.043.,0.926.
-5.052.,0.926.
-3.620.,0.926.
-0.556.,0.926.
6.430.,0.926.
7.473.,0.926.
-7.006.,0.926.
5.257.,0.926.
-5.501.,0.926.
-1.678.,0.926.
-5.594.,0.926.
4.497.,0.926.
-9.947.,0.926.
9.294.,0.929.
5.620.,0.929.
-6.793.,0.929.
8.904.,0.929.
-5.106.,0.929.
-8.479.,0.929.
-6.345.,0.929.
8.195.,0.929.
2.832.,0.929.
-6.709.,0.929.
8.998.,0.929.
8.812.,0.929.
-4.815.,0.929.
-2.183.,0.929.
9.608.,0.961.
-5.875.,0.961.
4.052.,0.961.
7.729.,0.961.
-9.471.,0.961.
-4.064.,0.961.
0.009.,0.961.
6.746.,0.961.
2.098.,0.961.
9.477.,0.961.
-5.660.,0.961.
1.098.,0.961.
-5.877.,0.961.
-3.549.,0.961.
-1.872.,0.961.
-5.998.,0.961.
1.606.,0.961.
3.066.,0.961.
-5.431.,0.961.
-5.601.,0.961.
3.160.,0.961.
-3.638.,0.961.
3.882.,0.961.
1.694.,0.961.
-0.558.,0.961.
1.154.,0.961.
-2.940.,0.961.
-8.490.,0.961.
0.727.,0.961.
-4.880.,0.961.
6.368.,0.961.
1.304.,0.961.
2.167.,0.961.
-1.170.,0.961.
0.788.,0.961.
3.031.,0.961.
-7.497.,0.961.
8.994.,0.961.
-2.275.,0.961.
7.589.,0.961.
-7.410.,0.961.
-1.813.,0.961.
7.091.,0.961.
8.184.,0.961.
-2.037.,0.961.
7.625.,0.961.
3.275.,0.961.
-1.660.,0.961.
-9.187.,0.961.
7.572.,0.961.
-8.537.,0.961.
8.636.,0.961.
-4.269.,0.961.
-3.471.,0.961.
7.168.,0.961.
4.262.,0.961.
4.662.,0.961.
-9.935.,0.961.
1.866.,0.961.
-4.816.,0.961.
-7.848.,0.961.
7.858.,0.961.
-1.457.,0.961.
-5.222.,0.961.
6.878.,0.961.
-2.803.,0.961.
1.513.,0.961.
-2.946.,0.961.
-5.044.,0.961.
-3.775.,0.961.
-8.316.,0.961.
-8.712.,0.961.
-0.726.,0.961.
5.977.,0.961.
7.504.,0.961.
-9.172.,0.961.
7.284.,0.961.
6.703.,0.961.
-4.135.,0.961.
-8.164.,0.961.
-9.405.,0.961.
9.147.,0.961.
-9.815.,0.961.
7.726.,0.961.
-2.652.,0.961.
-7.104.,0.961.
0.646.,0.961.
-4.278.,0.961.
6.507.,0.961.
-5.850.,0.961.
-5.805.,0.961.
-7.284.,0.961.
-7.895.,0.961.
5.798.,0.961.
-1.194.,0.961.
-7.068.,0.961.
5.183.,0.961.
-3.577.,0.961.
0.844.,0.961.
-2.484.,0.961.
-2.750.,0.961.
-4.642.,0.961.
-1.393.,0.961.
-6.260.,0.961.
5.323.,0.961.
-2.581.,0.961.
-6.546.,0.961.
4.009.,0.961.
-8.175.,0.961.
-0.831.,0.961.
0.730.,0.961.
2.848.,0.961.
2.134.,0.961.
9.756.,0.976.
-2.856.,0.976.
-9.780.,0.976.
4.795.,0.976.
-7.312.,0.976.
0.441.,0.976.
4.416.,0.976.
3.395.,0.976.
-7.748.,0.976.
2.407.,0.976.
-9.004.,0.976.
2.948.,0.976.
-2.759.,0.976.
7.357.,0.976.
7.813.,0.976.
4.234.,0.976.
6.876.,0.976.
-7.258.,0.976.
6.957.,0.976.
-7.127.,0.976.
2.737.,0.976.
9.705.,0.976.
1.124.,0.976.
9.313.,0.976.
6.572.,0.976.
-2.042.,0.976.
0.098.,0.976.
6.134.,0.976.
-1.706.,0.976.
-3.928.,0.976.
-8.736.,0.976.
-6.409.,0.976.
2.605.,0.976.
-1.596.,0.976.
-1.042.,0.976.
-2.874.,0.976.
8.567.,0.976.
8.161.,0.976.
3.964.,0.976.
3.631.,0.976.
8.365.,0.976.
9.163.,0.976.
1.053.,0.976.
3.124.,0.976.
-7.359.,0.976.
-8.596.,0.976.
-9.186.,0.976.
-2.062.,0.976.
2.057.,0.976.
7.904.,0.976.
-3.309.,0.976.
-3.964.,0.976.
3.070.,0.976.
3.850.,0.976.
-4.139.,0.976.
0.067.,0.976.
3.115.,0.976.
-6.277.,0.976.
7.551.,0.976.
1.199.,0.976.
9.597.,0.976.
-4.777.,0.976.
-9.544.,0.976.
-3.358.,0.976.
-2.558.,0.976.
-3.270.,0.976.
-9.679.,0.976.
-6.246.,0.976.
-3.376.,0.976.
5.810.,0.976.
-8.002.,0.976.
-8.809.,0.976.
4.999.,0.976.
-6.372.,0.976.
-8.164.,0.976.
0.899.,0.976.
2.906.,0.976.
9.296.,0.976.
-8.740.,0.976.
-5.283.,0.976.
-7.191.,0.976.
-0.607.,0.976.
2.818.,0.976.
-9.043.,0.976.
-6.854.,0.976.
9.129.,0.976.
5.269.,0.976.
4.698.,0.976.
9.415.,0.976.
0.377.,0.976.
3.097.,0.976.
2.839.,0.976.
6.546.,0.976.
-5.741.,0.976.
9.168.,0.976.
3.770.,0.976.
9.370.,0.976.
-4.494.,0.976.
-4.003.,0.976.
6.519.,0.976.
-8.062.,0.976.
-3.141.,0.976.
-1.485.,0.976.
1.350.,0.976.
-7.060.,0.976.
-9.571.,0.976.
-2.296.,0.976.
-6.562.,0.976.
-0.095.,0.976.
1.522.,0.976.
4.038.,0.976.
5.811.,0.976.
2.988.,0.976.
-1.440.,0.976.
-8.295.,0.976.
2.390.,0.976.
-1.444.,0.976.
-7.332.,0.976.
-0.087.,0.976.
-3.332.,0.976.
7.126.,0.976.
1.901.,0.976.
8.821.,0.976.
-6.562.,0.976.
4.813.,0.976.
1.433.,0.976.
-9.684.,0.976.
6.292.,0.976.
-5.451.,0.976.
-2.679.,0.976.
-3.622.,0.976.
8.799.,0.976.
-8.197.,0.976.
