# x,p
-6.397,-16.788
3.866,17.398
5.029,22.630
6.863,30.883
-8.560,-26.520
9.034,40.653
-1.355,5.904
3.034,13.651
1.184,13.651
-7.243,-20.592
2.326,10.467
0.850,10.467
-1.204,6.581
-8.614,-26.762
2.913,13.107
-5.034,-10.651
-1.135,-5.107
3.016,13.572
-2.852,-0.835
-2.332,-0.835
-3.244,-2.596
2.541,11.434
5.401,24.306
-6.826,-18.718
7.278,32.753
9.429,42.429
0.860,15.868
-4.258,-7.162
-3.706,-7.162
1.516,6.820
-1.472,5.374
4.093,18.419
5.963,26.833
8.975,40.389
7.492,40.389
-6.327,-16.472
-6.586,-17.639
3.702,16.657
-2.096,2.567
-1.982,2.567
1.843,8.293
-5.727,-13.773
8.570,38.566
1.594,19.173
-3.003,-1.514
2.985,13.430
-1.573,4.922
-7.033,-19.647
1.117,5.027
3.885,17.483
-9.963,-32.833
-3.461,-15.574
-4.934,-15.574
5.461,24.574
4.674,24.574
6.926,31.167
-8.706,-27.177
5.833,26.249
-9.603,-31.215
-0.527,-2.371
3.803,17.114
2.292,17.114
-5.075,-10.840
-1.841,-8.284
-2.458,-8.284
-2.869,-8.284
9.093,40.917
-7.068,-19.804
3.925,17.664
-9.971,-32.869
6.330,28.486
-1.383,5.777
-3.369,-3.161
-5.967,-14.852
-1.452,-6.532
-7.701,-22.655
4.515,20.316
-9.657,-31.454
-4.102,-18.458
-0.377,-1.695
5.719,25.738
3.031,25.638
-5.964,-14.840
9.566,43.048
-4.688,-9.096
8.666,38.998
-0.126,11.434
8.461,38.076
-3.459,-3.566
-6.390,-16.755
5.241,23.585
9.437,42.466
-5.130,-11.086
-8.318,-25.432
8.725,39.261
3.764,28.936
-3.988,-5.944
-7.646,-22.407
-6.632,-22.407
7.666,34.498
