# x,p
-0.000,0.000
-0.063,0.000
-0.127,0.000
-0.189,0.000
-0.251,0.000
-0.312,0.000
-0.372,0.000
-0.430,0.000
-0.486,0.000
-0.541,0.000
-0.593,0.000
-0.643,0.000
-0.690,0.000
-0.735,0.000
-0.776,0.000
-0.815,0.000
-0.850,0.000
-0.881,0.000
-0.910,0.000
-0.934,0.000
-0.955,0.000
-0.972,0.000
-0.985,0.000
-0.994,0.000
-0.999,0.000
-1.000,0.000
-0.997,0.000
-0.990,0.000
-0.979,0.000
-0.964,0.000
-0.945,0.000
-0.922,0.000
-0.896,0.000
-0.866,0.000
-0.833,0.000
-0.796,0.000
-0.756,0.000
-0.713,0.000
-0.667,0.000
-0.618,0.000
-0.567,0.000
-0.514,0.000
-0.458,0.000
-0.401,0.000
-0.342,0.000
-0.282,0.000
-0.220,0.000
-0.158,0.000
-0.095,0.000
-0.032,0.000
0.032,0.032
0.095,0.095
0.158,0.158
0.220,0.220
0.282,0.282
0.342,0.342
0.401,0.401
0.458,0.458
0.514,0.514
0.567,0.567
0.618,0.618
0.667,0.667
0.713,0.713
0.756,0.756
0.796,0.796
0.833,0.833
0.866,0.866
0.896,0.896
0.922,0.922
0.945,0.945
0.964,0.964
0.979,0.979
0.990,0.990
0.997,0.997
1.000,1.000
0.999,1.000
0.994,1.000
0.985,1.000
0.972,1.000
0.955,1.000
0.934,1.000
0.910,1.000
0.881,1.000
0.850,1.000
0.815,1.000
0.776,1.000
0.735,1.000
0.690,1.000
0.643,1.000
0.593,1.000
0.541,1.000
0.486,1.000
0.430,1.000
0.372,1.000
0.312,1.000
0.251,1.000
0.189,1.000
0.127,1.000
0.063,1.000
0.000,1.000
-0.000,1.000
-0.190,0.810
-0.380,0.620
-0.568,0.432
-0.753,0.247
-0.936,0.064
-1.115,-0.115
-1.289,-0.289
-1.459,-0.459
-1.622,-0.622
-1.779,-0.779
-1.928,-0.928
-2.070,-1.070
-2.204,-1.204
-2.328,-1.328
-2.444,-1.444
-2.549,-1.549
-2.644,-1.644
-2.729,-1.729
-2.802,-1.802
-2.865,-1.865
-2.915,-1.915
-2.954,-1.954
-2.982,-1.982
-2.997,-1.997
-3.000,-2.000
-2.991,-2.000
-2.969,-2.000
-2.936,-2.000
-2.892,-2.000
-2.835,-2.000
-2.767,-2.000
-2.688,-2.000
-2.598,-2.000
-2.498,-2.000
-2.387,-2.000
-2.267,-2.000
-2.138,-2.000
-2.000,-2.000
-1.854,-1.854
-1.701,-1.701
-1.541,-1.541
-1.375,-1.375
-1.203,-1.203
-1.026,-1.026
-0.845,-0.845
-0.661,-0.661
-0.474,-0.474
-0.285,-0.285
-0.095,-0.095
0.095,0.095
0.285,0.285
0.474,0.474
0.661,0.661
0.845,0.845
1.026,1.026
1.203,1.203
1.375,1.375
1.541,1.541
1.701,1.701
1.854,1.854
2.000,2.000
2.138,2.138
2.267,2.267
2.387,2.387
2.498,2.498
2.598,2.598
2.688,2.688
2.767,2.767
2.835,2.835
2.892,2.892
2.936,2.936
2.969,2.969
2.991,2.991
3.000,3.000
2.997,3.000
2.982,3.000
2.954,3.000
2.915,3.000
2.865,3.000
2.802,3.000
2.729,3.000
2.644,3.000
2.549,3.000
2.444,3.000
2.328,3.000
2.204,3.000
2.070,3.000
1.928,2.928
1.779,2.779
1.622,2.622
1.459,2.459
1.289,2.289
1.115,2.115
0.936,1.936
0.753,1.753
0.568,1.568
0.380,1.380
0.190,1.190
0.000,1.000
-0.000,1.000
-0.076,0.924
-0.152,0.848
-0.227,0.773
-0.301,0.699
-0.374,0.626
-0.446,0.554
-0.516,0.484
-0.583,0.417
-0.649,0.351
-0.711,0.289
-0.771,0.229
-0.828,0.172
-0.882,0.118
-0.931,0.069
-0.977,0.023
-1.020,-0.020
-1.058,-0.058
-1.092,-0.092
-1.121,-0.121
-1.146,-0.146
-1.166,-0.166
-1.182,-0.182
-1.193,-0.193
-1.199,-0.199
-1.200,-0.200
-1.196,-0.200
-1.188,-0.200
-1.175,-0.200
-1.157,-0.200
-1.134,-0.200
-1.107,-0.200
-1.075,-0.200
-1.039,-0.200
-0.999,-0.200
-0.955,-0.200
-0.907,-0.200
-0.855,-0.200
-0.800,-0.200
-0.742,-0.200
-0.680,-0.200
-0.616,-0.200
-0.550,-0.200
-0.481,-0.200
-0.410,-0.200
-0.338,-0.200
-0.264,-0.200
-0.190,-0.190
-0.114,-0.114
-0.038,-0.038
0.038,0.038
0.114,0.114
0.190,0.190
0.264,0.264
0.338,0.338
0.410,0.410
0.481,0.481
0.550,0.550
0.616,0.616
0.680,0.680
0.742,0.742
0.800,0.800
0.855,0.855
0.907,0.907
0.955,0.955
0.999,0.999
1.039,1.039
1.075,1.075
1.107,1.107
1.134,1.134
1.157,1.157
1.175,1.175
1.188,1.188
1.196,1.196
1.200,1.200
1.199,1.200
1.193,1.200
1.182,1.200
1.166,1.200
1.146,1.200
1.121,1.200
1.092,1.200
1.058,1.200
1.020,1.200
0.977,1.200
0.931,1.200
0.882,1.200
0.828,1.200
0.771,1.200
0.711,1.200
0.649,1.200
0.583,1.200
0.516,1.200
0.446,1.200
0.374,1.200
0.301,1.200
0.227,1.200
0.152,1.152
0.076,1.076
0.000,1.000
