# x,p
-6.040.,-6.040.
6.854.,0.685.
2.379.,0.685.
-8.153.,0.685.
3.805.,0.685.
-2.142.,0.685.
5.845.,0.685.
2.437.,0.685.
-9.880.,0.685.
0.908.,0.685.
-3.534.,0.685.
-1.051.,0.685.
-7.230.,0.685.
7.851.,0.785.
-2.946.,0.785.
-9.062.,0.785.
-0.373.,0.785.
0.099.,0.785.
7.938.,0.794.
6.065.,0.794.
9.325.,0.932.
1.890.,0.932.
1.628.,0.932.
0.670.,0.932.
8.161.,0.932.
3.947.,0.932.
8.145.,0.932.
7.751.,0.932.
4.072.,0.932.
2.685.,0.932.
9.908.,0.991.
-0.596.,0.991.
-1.460.,0.991.
8.059.,0.991.
5.124.,0.991.
3.026.,0.991.
-5.954.,0.991.
-8.031.,0.991.
-5.741.,0.991.
-6.412.,0.991.
3.936.,0.991.
0.420.,0.991.
-0.228.,0.991.
6.000.,0.991.
-5.486.,0.991.
8.252.,0.991.
2.136.,0.991.
5.197.,0.991.
1.991.,0.991.
9.089.,0.991.
-1.352.,0.991.
0.294.,0.991.
-4.729.,0.991.
-9.467.,0.991.
1.988.,0.991.
7.744.,0.991.
-3.364.,0.991.
3.493.,0.991.
1.370.,0.991.
5.236.,0.991.
-9.721.,0.991.
-9.428.,0.991.
6.765.,0.991.
-6.793.,0.991.
0.907.,0.991.
0.691.,0.991.
-6.692.,0.991.
-3.754.,0.991.
2.350.,0.991.
-5.379.,0.991.
0.633.,0.991.
-8.144.,0.991.
0.262.,0.991.
-5.331.,0.991.
-5.667.,0.991.
7.737.,0.991.
1.162.,0.991.
-1.508.,0.991.
-1.365.,0.991.
-1.023.,0.991.
1.984.,0.991.
-2.000.,0.991.
4.974.,0.991.
2.825.,0.991.
-9.853.,0.991.
-9.672.,0.991.
-7.886.,0.991.
-6.758.,0.991.
-3.360.,0.991.
-5.356.,0.991.
0.328.,0.991.
-9.200.,0.991.
8.135.,0.991.
8.859.,0.991.
-5.902.,0.991.
-9.383.,0.991.
9.533.,0.991.
-1.834.,0.991.
1.009.,0.991.
7.804.,0.991.
9.280.,0.991.
7.230.,0.991.
-9.158.,0.991.
-8.417.,0.991.
5.045.,0.991.
8.959.,0.991.
2.165.,0.991.
-0.485.,0.991.
1.762.,0.991.
-7.600.,0.991.
-6.204.,0.991.
5.096.,0.991.
-4.490.,0.991.
0.114.,0.991.
-8.491.,0.991.
-5.803.,0.991.
0.970.,0.991.
3.897.,0.991.
-9.846.,0.991.
-4.991.,0.991.
-8.852.,0.991.
6.408.,0.991.
-5.281.,0.991.
3.199.,0.991.
-6.881.,0.991.
-9.284.,0.991.
7.374.,0.991.
9.463.,0.991.
-0.385.,0.991.
-0.690.,0.991.
-5.510.,0.991.
-0.743.,0.991.
2.491.,0.991.
6.516.,0.991.
9.161.,0.991.
-8.956.,0.991.
-4.634.,0.991.
-1.574.,0.991.
8.689.,0.991.
8.622.,0.991.
-9.231.,0.991.
-9.224.,0.991.
3.483.,0.991.
8.841.,0.991.
8.339.,0.991.
9.361.,0.991.
6.684.,0.991.
7.285.,0.991.
6.969.,0.991.
5.788.,0.991.
2.803.,0.991.
-7.035.,0.991.
-4.833.,0.991.
-5.061.,0.991.
3.282.,0.991.
-4.460.,0.991.
4.676.,0.991.
-1.077.,0.991.
-0.607.,0.991.
7.686.,0.991.
3.745.,0.991.
-2.346.,0.991.
3.057.,0.991.
-3.826.,0.991.
4.053.,0.991.
5.846.,0.991.
8.458.,0.991.
-6.536.,0.991.
-2.351.,0.991.
-1.495.,0.991.
2.054.,0.991.
-9.474.,0.991.
4.675.,0.991.
2.452.,0.991.
-5.116.,0.991.
-1.159.,0.991.
0.758.,0.991.
-8.583.,0.991.
1.165.,0.991.
-6.507.,0.991.
5.103.,0.991.
9.342.,0.991.
9.320.,0.991.
8.923.,0.991.
-9.460.,0.991.
-1.404.,0.991.
8.913.,0.991.
-2.175.,0.991.
8.360.,0.991.
-7.396.,0.991.
-9.405.,0.991.
-8.119.,0.991.
-1.354.,0.991.
-8.084.,0.991.
4.297.,0.991.
3.456.,0.991.
8.883.,0.991.
-3.899.,0.991.
5.108.,0.991.
-5.183.,0.991.
-8.761.,0.991.
-8.822.,0.991.
-9.879.,0.991.
-0.641.,0.991.
4.314.,0.991.
0.421.,0.991.
-5.915.,0.991.
3.183.,0.991.
-1.980.,0.991.
0.802.,0.991.
-2.112.,0.991.
5.431.,0.991.
-9.931.,0.991.
9.434.,0.991.
2.519.,0.991.
-4.812.,0.991.
0.890.,0.991.
7.978.,0.991.
-5.212.,0.991.
1.806.,0.991.
-6.621.,0.991.
-6.725.,0.991.
-5.437.,0.991.
0.230.,0.991.
9.914.,0.991.
-9.572.,0.991.
-7.499.,0.991.
2.037.,0.991.
-5.017.,0.991.
-0.394.,0.991.
4.087.,0.991.
7.851.,0.991.
2.023.,0.991.
6.729.,0.991.
-4.952.,0.991.
2.759.,0.991.
3.248.,0.991.
0.816.,0.991.
-6.024.,0.991.
-3.237.,0.991.
-8.136.,0.991.
-1.997.,0.991.
0.138.,0.991.
-5.688.,0.991.
2.212.,0.991.
-4.930.,0.991.
