# x,p
0.000,0.000
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,0.000
-4.298,0.000
-4.862,0.000
-5.406,0.000
-5.929,0.000
-6.428,0.000
-6.901,0.000
-7.346,0.000
-7.761,0.000
-8.146,0.000
-8.497,0.000
-8.815,0.000
-9.096,0.000
-9.341,0.000
-9.549,0.000
-9.718,0.000
-9.848,0.000
-9.938,0.000
-9.989,0.000
-9.999,0.000
-9.969,0.000
-9.898,0.000
-9.788,0.000
-9.638,0.000
-9.450,0.000
-9.224,0.000
-8.960,0.000
-8.660,0.000
-8.326,0.000
-7.958,0.000
-7.557,0.000
-7.127,0.000
-6.668,0.000
-6.182,0.000
-5.671,0.000
-5.137,0.000
-4.582,0.000
-4.009,0.000
-3.420,0.000
-2.817,0.000
-2.203,0.000
-1.580,0.000
-0.951,0.000
-0.317,0.000
0.317,0.952
0.951,2.852
1.580,4.740
2.203,6.609
2.817,8.452
3.420,10.261
4.009,12.028
4.582,13.747
5.137,15.410
5.671,17.012
6.182,18.545
6.668,20.003
7.127,21.381
7.557,22.672
7.958,23.873
8.326,24.977
8.660,25.981
8.960,26.880
9.224,27.671
9.450,28.350
9.638,28.915
9.788,29.364
9.898,29.695
9.969,29.906
9.999,29.996
9.989,29.996
9.938,29.996
9.848,29.996
9.718,29.996
9.549,29.996
9.341,29.996
9.096,29.996
8.815,29.996
8.497,29.996
8.146,29.996
7.761,29.996
7.346,29.996
6.901,29.996
6.428,29.996
5.929,29.996
5.406,29.996
4.862,29.996
4.298,29.996
3.717,29.996
3.120,29.996
2.511,29.996
1.893,29.996
1.266,29.996
0.634,29.996
0.000,29.996
-0.000,29.996
-0.317,29.996
-0.633,29.996
-0.946,29.996
-1.256,29.996
-1.560,29.996
-1.858,29.996
-2.149,29.996
-2.431,29.996
-2.703,29.996
-2.965,29.996
-3.214,29.996
-3.450,29.996
-3.673,29.996
-3.881,29.996
-4.073,29.996
-4.249,29.996
-4.407,29.996
-4.548,29.996
-4.671,29.996
-4.775,29.996
-4.859,29.996
-4.924,29.996
-4.969,29.996
-4.994,29.996
-4.999,29.996
-4.984,29.996
-4.949,29.996
-4.894,29.996
-4.819,29.996
-4.725,29.996
-4.612,29.996
-4.480,29.996
-4.330,29.996
-4.163,29.996
-3.979,29.996
-3.779,29.996
-3.563,29.996
-3.334,29.996
-3.091,29.996
-2.835,29.996
-2.568,29.996
-2.291,29.996
-2.005,29.996
-1.710,29.996
-1.409,29.996
-1.102,29.996
-0.790,29.996
-0.475,29.996
-0.159,29.996
0.159,29.996
0.475,29.996
0.790,29.996
1.102,29.996
1.409,29.996
1.710,29.996
2.005,29.996
2.291,29.996
2.568,29.996
2.835,29.996
3.091,29.996
3.334,29.996
3.563,29.996
3.779,29.996
3.979,29.996
4.163,29.996
4.330,29.996
4.480,29.996
4.612,29.996
4.725,29.996
4.819,29.996
4.894,29.996
4.949,29.996
4.984,29.996
4.999,29.996
4.994,29.996
4.969,29.996
4.924,29.996
4.859,29.996
4.775,29.996
4.671,29.996
4.548,29.996
4.407,29.996
4.249,29.996
4.073,29.996
3.881,29.996
3.673,29.996
3.450,29.996
3.214,29.996
2.965,29.996
2.703,29.996
2.431,29.996
2.149,29.996
1.858,29.996
1.560,29.996
1.256,29.996
0.946,29.996
0.633,29.996
0.317,29.996
0.000,29.996
