# x,p
8.184.,8.184.
-5.041.,8.184.
-0.336.,8.184.
-7.958.,8.184.
3.645.,8.184.
-3.740.,8.184.
4.172.,8.184.
-2.593.,8.184.
-9.961.,8.184.
-5.760.,8.184.
5.664.,8.184.
-1.780.,8.184.
-5.729.,8.184.
8.101.,8.184.
-8.017.,8.184.
8.208.,8.184.
1.283.,8.184.
9.372.,8.184.
-3.244.,8.184.
-8.929.,8.184.
0.644.,8.184.
7.239.,8.184.
7.795.,8.184.
6.218.,8.184.
2.414.,8.184.
-3.851.,8.184.
-8.350.,8.184.
-7.515.,8.184.
-5.358.,8.184.
9.450.,8.184.
0.312.,8.184.
-4.836.,8.184.
-0.682.,8.184.
4.521.,8.184.
4.309.,8.184.
9.794.,8.184.
-9.577.,8.184.
-4.409.,8.184.
1.132.,8.184.
-9.961.,8.184.
5.554.,8.184.
-4.800.,8.184.
-9.930.,8.184.
-6.432.,8.184.
3.597.,8.184.
6.187.,8.184.
-5.772.,8.184.
-6.947.,8.184.
-2.866.,8.184.
-2.330.,8.184.
-8.190.,8.184.
3.715.,8.184.
2.764.,8.184.
6.347.,8.184.
4.656.,8.184.
-5.399.,8.184.
-9.866.,8.184.
8.649.,8.184.
9.794.,8.184.
-0.424.,8.184.
1.594.,8.184.
4.663.,8.184.
0.847.,8.184.
4.602.,8.184.
7.055.,8.184.
-8.925.,8.184.
1.050.,8.184.
-7.268.,8.184.
4.102.,8.184.
-6.122.,8.184.
8.399.,8.184.
-9.981.,8.184.
-4.949.,8.184.
3.799.,8.184.
6.432.,8.184.
9.829.,8.184.
-1.290.,8.184.
-1.612.,8.184.
1.499.,8.184.
7.110.,8.184.
-2.353.,8.184.
0.463.,8.184.
5.570.,8.184.
-4.086.,8.184.
-3.947.,8.184.
-3.477.,8.184.
5.472.,8.184.
6.823.,8.184.
4.385.,8.184.
-8.655.,8.184.
-8.486.,8.184.
6.618.,8.184.
-6.636.,8.184.
-1.971.,8.184.
6.254.,8.184.
-3.087.,8.184.
-1.438.,8.184.
2.385.,8.184.
3.307.,8.184.
0.522.,8.184.
-5.682.,8.184.
6.717.,8.184.
2.529.,8.184.
8.195.,8.184.
-5.456.,8.184.
0.344.,8.184.
0.805.,8.184.
1.629.,8.184.
5.419.,8.184.
-8.692.,8.184.
-7.694.,8.184.
6.375.,8.184.
-3.287.,8.184.
-8.161.,8.184.
2.557.,8.184.
4.741.,8.184.
6.368.,8.184.
-9.450.,8.184.
-3.871.,8.184.
5.325.,8.184.
-8.412.,8.184.
7.905.,8.184.
4.430.,8.184.
-1.099.,8.184.
-2.734.,8.184.
1.104.,8.184.
6.047.,8.184.
-3.046.,8.184.
8.471.,8.184.
-8.652.,8.184.
8.253.,8.184.
4.268.,8.184.
-3.765.,8.184.
-0.355.,8.184.
6.571.,8.184.
9.634.,8.184.
-4.951.,8.184.
5.774.,8.184.
-1.896.,8.184.
-2.207.,8.184.
-2.010.,8.184.
-1.307.,8.184.
-9.255.,8.184.
-2.237.,8.184.
-7.903.,8.184.
1.740.,8.184.
4.279.,8.184.
-6.597.,8.184.
6.619.,8.184.
2.353.,8.184.
8.193.,8.184.
-3.880.,8.184.
7.516.,8.184.
1.774.,8.184.
8.553.,8.184.
-4.084.,8.184.
6.957.,8.184.
-8.316.,8.184.
6.371.,8.184.
4.941.,8.184.
-3.576.,8.184.
-4.226.,8.184.
1.636.,8.184.
8.502.,8.184.
1.790.,8.184.
8.783.,8.184.
3.738.,8.184.
-5.167.,8.184.
1.480.,8.184.
-9.074.,8.184.
-8.659.,8.184.
7.791.,8.184.
-0.692.,8.184.
2.855.,8.184.
-7.184.,8.184.
-7.614.,8.184.
6.261.,8.184.
-7.077.,8.184.
9.562.,8.184.
7.701.,8.184.
8.756.,8.184.
7.070.,8.184.
-7.273.,8.184.
-5.743.,8.184.
2.379.,8.184.
-8.314.,8.184.
-5.833.,8.184.
-6.307.,8.184.
-6.563.,8.184.
-9.595.,8.184.
-3.628.,8.184.
1.880.,8.184.
7.580.,8.184.
6.760.,8.184.
7.404.,8.184.
9.565.,8.184.
3.800.,8.184.
7.677.,8.184.
-7.297.,8.184.
7.895.,8.184.
1.915.,8.184.
4.687.,8.184.
7.924.,8.184.
4.686.,8.184.
-1.491.,8.184.
-2.265.,8.184.
-9.478.,8.184.
5.668.,8.184.
-8.065.,8.184.
2.438.,8.184.
9.145.,8.184.
9.339.,8.184.
7.251.,8.184.
7.463.,8.184.
-5.503.,8.184.
-5.689.,8.184.
-1.008.,8.184.
8.494.,8.184.
-6.821.,8.184.
-8.420.,8.184.
-9.706.,8.184.
-4.409.,8.184.
8.297.,8.184.
6.870.,8.184.
9.371.,8.184.
-7.854.,8.184.
7.477.,8.184.
-8.774.,8.184.
3.123.,8.184.
-8.431.,8.184.
0.723.,8.184.
-0.750.,8.184.
-5.909.,8.184.
7.603.,8.184.
-8.875.,8.184.
-6.150.,8.184.
9.152.,8.184.
-2.084.,8.184.
-3.282.,8.184.
4.834.,8.184.
-7.477.,8.184.
-8.620.,8.184.
6.995.,8.184.
-3.887.,8.184.
5.136.,8.184.
5.600.,8.184.
6.235.,8.184.
-5.908.,8.184.
-8.282.,8.184.
7.237.,8.184.
1.472.,8.184.
8.434.,8.184.
-6.996.,8.184.
2.914.,8.184.
-9.569.,8.184.
2.391.,8.184.
2.214.,8.184.
8.870.,8.184.
-6.046.,8.184.
8.224.,8.184.
2.770.,8.184.
7.746.,8.184.
