# x,p
-3.080.,-3.080.
4.045.,0.405.
8.492.,0.849.
-7.177.,0.849.
8.076.,0.849.
2.952.,0.849.
-2.969.,0.849.
5.241.,0.849.
-2.171.,0.849.
6.902.,0.849.
5.282.,0.849.
6.164.,0.849.
-7.891.,0.849.
9.563.,0.956.
-5.179.,0.956.
6.392.,0.956.
-8.563.,0.956.
-2.364.,0.956.
6.920.,0.956.
0.310.,0.956.
7.826.,0.956.
8.720.,0.956.
-6.546.,0.956.
-1.070.,0.956.
9.276.,0.956.
2.982.,0.956.
6.976.,0.956.
-9.604.,0.956.
-4.865.,0.956.
1.260.,0.956.
-5.557.,0.956.
3.873.,0.956.
-6.659.,0.956.
-2.986.,0.956.
-8.937.,0.956.
3.187.,0.956.
-0.111.,0.956.
4.879.,0.956.
5.825.,0.956.
-9.561.,0.956.
-1.047.,0.956.
-0.755.,0.956.
2.058.,0.956.
-0.034.,0.956.
-0.016.,0.956.
-3.962.,0.956.
5.802.,0.956.
0.416.,0.956.
-4.735.,0.956.
-5.462.,0.956.
1.194.,0.956.
-5.165.,0.956.
4.720.,0.956.
6.019.,0.956.
-6.461.,0.956.
5.885.,0.956.
-7.644.,0.956.
8.088.,0.956.
-5.055.,0.956.
4.188.,0.956.
4.359.,0.956.
5.534.,0.956.
-7.266.,0.956.
-8.501.,0.956.
-2.755.,0.956.
-3.909.,0.956.
-5.290.,0.956.
3.064.,0.956.
-2.211.,0.956.
5.070.,0.956.
-2.646.,0.956.
-4.168.,0.956.
-3.431.,0.956.
-4.597.,0.956.
-7.157.,0.956.
8.699.,0.956.
-1.406.,0.956.
-3.705.,0.956.
-0.862.,0.956.
-0.201.,0.956.
8.526.,0.956.
-7.032.,0.956.
0.521.,0.956.
-1.577.,0.956.
4.579.,0.956.
-0.617.,0.956.
6.677.,0.956.
4.693.,0.956.
5.680.,0.956.
-8.861.,0.956.
7.192.,0.956.
4.572.,0.956.
2.138.,0.956.
9.738.,0.974.
-4.855.,0.974.
0.580.,0.974.
1.196.,0.974.
6.752.,0.974.
-9.667.,0.974.
-1.618.,0.974.
3.657.,0.974.
-2.339.,0.974.
-8.486.,0.974.
5.234.,0.974.
-1.906.,0.974.
-2.017.,0.974.
1.819.,0.974.
9.570.,0.974.
-8.023.,0.974.
-0.905.,0.974.
4.786.,0.974.
-0.265.,0.974.
-0.675.,0.974.
-5.229.,0.974.
-1.110.,0.974.
-6.440.,0.974.
7.813.,0.974.
-0.321.,0.974.
-3.967.,0.974.
2.702.,0.974.
2.216.,0.974.
-4.663.,0.974.
0.577.,0.974.
-8.679.,0.974.
-4.165.,0.974.
-8.056.,0.974.
7.201.,0.974.
-4.302.,0.974.
-7.172.,0.974.
-3.986.,0.974.
0.698.,0.974.
8.695.,0.974.
2.267.,0.974.
6.857.,0.974.
-3.889.,0.974.
4.802.,0.974.
-7.587.,0.974.
3.620.,0.974.
-9.015.,0.974.
7.821.,0.974.
0.909.,0.974.
8.509.,0.974.
2.402.,0.974.
-0.561.,0.974.
1.783.,0.974.
-8.075.,0.974.
8.848.,0.974.
9.231.,0.974.
1.451.,0.974.
-7.799.,0.974.
0.113.,0.974.
8.891.,0.974.
-2.463.,0.974.
-6.003.,0.974.
-6.525.,0.974.
-5.939.,0.974.
4.774.,0.974.
6.804.,0.974.
8.877.,0.974.
6.811.,0.974.
-3.459.,0.974.
7.490.,0.974.
2.722.,0.974.
4.072.,0.974.
-8.897.,0.974.
-7.000.,0.974.
-3.663.,0.974.
-1.283.,0.974.
-7.284.,0.974.
7.365.,0.974.
3.808.,0.974.
-8.644.,0.974.
-0.957.,0.974.
8.324.,0.974.
1.673.,0.974.
-3.576.,0.974.
3.480.,0.974.
-4.531.,0.974.
8.350.,0.974.
-4.715.,0.974.
6.518.,0.974.
-7.195.,0.974.
-9.644.,0.974.
-4.375.,0.974.
3.071.,0.974.
9.703.,0.974.
5.393.,0.974.
3.089.,0.974.
-1.572.,0.974.
-3.101.,0.974.
2.405.,0.974.
2.428.,0.974.
9.189.,0.974.
3.998.,0.974.
1.574.,0.974.
-5.700.,0.974.
-4.310.,0.974.
6.950.,0.974.
5.385.,0.974.
-6.747.,0.974.
-5.254.,0.974.
-7.685.,0.974.
-5.070.,0.974.
7.288.,0.974.
9.689.,0.974.
0.646.,0.974.
-2.667.,0.974.
-6.449.,0.974.
7.503.,0.974.
1.234.,0.974.
-1.805.,0.974.
7.215.,0.974.
-7.405.,0.974.
0.474.,0.974.
-0.767.,0.974.
-4.546.,0.974.
-2.124.,0.974.
-2.119.,0.974.
3.869.,0.974.
-1.720.,0.974.
1.859.,0.974.
-0.405.,0.974.
4.607.,0.974.
-3.140.,0.974.
-1.222.,0.974.
9.875.,0.988.
-7.808.,0.988.
-1.938.,0.988.
-1.708.,0.988.
7.397.,0.988.
-2.329.,0.988.
-4.815.,0.988.
6.261.,0.988.
5.809.,0.988.
3.796.,0.988.
-2.380.,0.988.
-5.101.,0.988.
-2.137.,0.988.
-3.588.,0.988.
-2.704.,0.988.
8.527.,0.988.
8.937.,0.988.
-5.827.,0.988.
-9.897.,0.988.
-3.070.,0.988.
2.965.,0.988.
-6.376.,0.988.
7.565.,0.988.
-3.327.,0.988.
-9.853.,0.988.
7.368.,0.988.
9.092.,0.988.
3.614.,0.988.
3.559.,0.988.
-8.489.,0.988.
1.964.,0.988.
-0.144.,0.988.
-5.214.,0.988.
0.416.,0.988.
-2.754.,0.988.
-6.408.,0.988.
-1.339.,0.988.
6.453.,0.988.
-5.404.,0.988.
-9.605.,0.988.
-2.870.,0.988.
-1.064.,0.988.
-6.502.,0.988.
1.321.,0.988.
7.151.,0.988.
-4.830.,0.988.
-8.035.,0.988.
-2.376.,0.988.
-9.708.,0.988.
6.494.,0.988.
-9.043.,0.988.
-6.945.,0.988.
2.825.,0.988.
-3.206.,0.988.
-6.900.,0.988.
0.433.,0.988.
-2.517.,0.988.
-7.802.,0.988.
1.303.,0.988.
-6.706.,0.988.
-1.483.,0.988.
-6.537.,0.988.
7.701.,0.988.
-7.278.,0.988.
3.374.,0.988.
3.619.,0.988.
1.919.,0.988.
5.770.,0.988.
9.383.,0.988.
-6.553.,0.988.
-1.450.,0.988.
0.511.,0.988.
-4.119.,0.988.
8.859.,0.988.
4.585.,0.988.
2.443.,0.988.
3.705.,0.988.
7.342.,0.988.
-5.834.,0.988.
3.143.,0.988.
-9.478.,0.988.
8.778.,0.988.
-4.698.,0.988.
0.069.,0.988.
2.951.,0.988.
-7.433.,0.988.
-6.656.,0.988.
8.240.,0.988.
4.376.,0.988.
-4.370.,0.988.
-0.642.,0.988.
4.949.,0.988.
7.484.,0.988.
-3.600.,0.988.
-6.184.,0.988.
6.869.,0.988.
1.017.,0.988.
8.008.,0.988.
-0.590.,0.988.
9.661.,0.988.
-2.375.,0.988.
4.557.,0.988.
2.571.,0.988.
-9.144.,0.988.
7.971.,0.988.
5.507.,0.988.
-5.388.,0.988.
-2.056.,0.988.
-3.599.,0.988.
3.016.,0.988.
4.557.,0.988.
-1.576.,0.988.
-5.728.,0.988.
4.371.,0.988.
-6.539.,0.988.
-4.420.,0.988.
3.900.,0.988.
-1.251.,0.988.
-1.848.,0.988.
3.877.,0.988.
-6.517.,0.988.
3.900.,0.988.
7.423.,0.988.
-9.725.,0.988.
1.592.,0.988.
1.500.,0.988.
-9.730.,0.988.
-0.047.,0.988.
1.145.,0.988.
1.332.,0.988.
9.300.,0.988.
6.038.,0.988.
4.189.,0.988.
-2.960.,0.988.
-6.091.,0.988.
6.036.,0.988.
8.029.,0.988.
-4.726.,0.988.
-4.511.,0.988.
-3.528.,0.988.
7.334.,0.988.
1.220.,0.988.
-4.933.,0.988.
-3.549.,0.988.
-2.578.,0.988.
3.127.,0.988.
7.379.,0.988.
-8.921.,0.988.
0.947.,0.988.
-0.317.,0.988.
-5.494.,0.988.
-7.132.,0.988.
5.923.,0.988.
0.844.,0.988.
7.450.,0.988.
0.864.,0.988.
5.448.,0.988.
2.829.,0.988.
0.100.,0.988.
9.628.,0.988.
6.690.,0.988.
-1.634.,0.988.
-0.164.,0.988.
-9.285.,0.988.
0.212.,0.988.
2.331.,0.988.
-7.959.,0.988.
2.955.,0.988.
-0.597.,0.988.
1.953.,0.988.
-4.207.,0.988.
-1.591.,0.988.
4.229.,0.988.
-7.116.,0.988.
3.497.,0.988.
-1.541.,0.988.
2.219.,0.988.
-4.264.,0.988.
-2.675.,0.988.
5.497.,0.988.
8.031.,0.988.
-3.436.,0.988.
0.265.,0.988.
8.880.,0.988.
8.987.,0.988.
1.556.,0.988.
5.924.,0.988.
-6.150.,0.988.
-2.033.,0.988.
4.092.,0.988.
-1.840.,0.988.
9.223.,0.988.
7.561.,0.988.
4.517.,0.988.
-5.201.,0.988.
-0.905.,0.988.
0.462.,0.988.
-0.620.,0.988.
2.200.,0.988.
-2.691.,0.988.
-0.167.,0.988.
-2.402.,0.988.
-6.857.,0.988.
-1.731.,0.988.
8.199.,0.988.
-0.038.,0.988.
0.289.,0.988.
-3.974.,0.988.
-3.782.,0.988.
9.865.,0.988.
0.906.,0.988.
-1.981.,0.988.
0.219.,0.988.
-4.544.,0.988.
5.506.,0.988.
1.282.,0.988.
-0.342.,0.988.
7.919.,0.988.
-7.124.,0.988.
-8.125.,0.988.
2.510.,0.988.
-7.302.,0.988.
3.205.,0.988.
6.241.,0.988.
-3.313.,0.988.
-3.765.,0.988.
-7.441.,0.988.
-1.631.,0.988.
9.819.,0.988.
0.433.,0.988.
3.905.,0.988.
2.565.,0.988.
6.245.,0.988.
9.138.,0.988.
7.494.,0.988.
6.580.,0.988.
9.962.,0.996.
7.878.,0.996.
-0.720.,0.996.
3.550.,0.996.
-8.836.,0.996.
4.653.,0.996.
-0.858.,0.996.
3.922.,0.996.
3.933.,0.996.
-1.186.,0.996.
7.297.,0.996.
6.944.,0.996.
-1.937.,0.996.
-1.239.,0.996.
4.698.,0.996.
-1.483.,0.996.
4.252.,0.996.
-9.159.,0.996.
-9.849.,0.996.
1.365.,0.996.
-9.728.,0.996.
0.097.,0.996.
9.870.,0.996.
4.108.,0.996.
4.920.,0.996.
-0.845.,0.996.
5.095.,0.996.
-3.989.,0.996.
4.268.,0.996.
-0.062.,0.996.
-3.738.,0.996.
5.965.,0.996.
2.242.,0.996.
3.296.,0.996.
-3.937.,0.996.
7.136.,0.996.
-8.328.,0.996.
-7.147.,0.996.
-5.856.,0.996.
