# x,p
-2.073,-0.720
-3.195,-4.086
-0.618,-1.854
8.230,24.690
4.289,18.366
-5.699,-11.598
-3.560,-10.680
-0.885,-2.656
5.635,16.905
0.553,7.158
-6.983,-15.448
7.751,23.254
5.776,22.827
0.969,8.408
4.877,14.632
-4.000,-6.499
2.802,8.405
2.205,8.405
-5.571,-11.212
-5.331,-11.212
-8.538,-20.114
-4.571,-13.712
4.400,13.201
-8.069,-18.706
-7.186,-18.706
-9.503,-23.009
-9.966,-24.399
5.505,16.514
-7.249,-16.246
-3.626,-10.877
8.448,25.343
0.798,7.895
3.589,10.768
-3.912,-6.237
-2.340,-6.237
-0.167,-0.501
-6.557,-14.172
-8.007,-18.521
1.196,3.589
7.843,23.529
-0.738,3.286
4.858,14.573
1.974,11.422
-5.203,-10.110
-8.715,-20.644
5.149,15.447
6.913,20.738
5.495,20.738
-7.040,-15.621
2.343,7.029
-9.298,-22.395
6.488,19.463
-6.456,-13.869
3.874,11.621
2.396,11.621
1.927,11.282
6.711,20.133
5.556,20.133
0.487,6.960
4.966,14.897
-7.256,-16.267
-9.907,-24.220
9.124,27.373
-7.377,-16.631
-8.079,-18.736
7.621,22.863
1.306,9.418
8.829,26.487
6.575,25.226
9.544,28.633
-0.574,3.779
6.805,20.416
0.535,7.104
3.322,9.965
0.782,7.846
2.870,8.611
-4.292,-7.376
-7.487,-16.961
7.555,22.664
0.171,6.014
-7.700,-17.601
2.172,6.517
5.448,16.343
-6.853,-15.058
7.682,23.047
1.279,9.337
-7.770,-17.809
4.189,12.568
5.664,16.991
1.945,11.336
8.591,25.774
-5.121,-9.863
1.022,3.067
-9.450,-22.849
8.059,24.178
-3.128,-3.884
1.580,4.739
-6.631,-14.394
-3.890,-11.670
5.512,16.536
