# x,p
9.242,41.588
1.858,13.362
-1.223,-0.506
-3.047,-8.713
4.288,19.297
-1.680,-2.559
1.883,8.474
-4.372,-14.674
-9.108,-35.987
4.218,18.983
-8.274,-32.231
-4.683,-21.073
7.903,35.564
-4.236,-14.063
-8.204,-31.917
-4.827,-21.720
-6.196,-22.883
-1.091,-4.912
8.833,39.748
3.849,22.319
8.060,36.270
-1.066,0.205
7.628,34.326
6.639,34.326
-4.477,-15.144
-0.396,-1.783
-5.068,-17.805
-6.722,-25.250
0.694,3.122
9.815,44.169
9.821,44.196
6.722,35.250
7.372,35.250
4.586,25.635
-8.511,-33.297
-5.639,-25.377
-0.534,-2.405
2.148,9.668
5.513,24.809
8.429,37.931
8.840,39.780
-1.851,-3.330
-2.825,-7.711
-8.654,-33.942
1.987,8.941
1.677,8.941
-5.606,-20.228
-1.068,-4.804
-9.845,-39.300
5.646,25.408
-9.238,-36.573
2.363,10.632
1.492,10.632
-8.970,-35.364
-3.702,-16.657
-2.316,-10.424
-5.888,-21.496
1.566,7.048
-6.883,-25.973
3.313,14.909
-6.591,-24.661
-0.396,-1.782
-5.446,-19.506
-7.668,-29.507
4.172,18.776
5.283,23.774
-2.659,-6.967
6.221,27.995
4.450,25.027
-8.518,-33.332
3.029,13.632
3.394,15.272
-0.483,2.826
-2.467,-6.102
-0.723,-3.253
7.115,32.016
2.248,15.115
-2.412,-5.854
3.293,14.819
9.568,43.054
4.284,24.277
-7.763,-29.935
7.681,34.565
-6.745,-25.352
6.515,29.318
-8.580,-33.611
-1.201,-5.406
-0.621,-2.793
-8.399,-32.796
-4.533,-20.397
3.269,14.711
0.658,7.959
2.728,12.274
-7.083,-26.875
-6.869,-26.875
1.204,5.419
5.927,26.670
-3.169,-9.262
-4.351,-14.579
-6.551,-24.480
