# x,p
0.000,0.000
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,0.000
-4.298,0.000
-4.862,0.000
-5.406,0.000
-5.929,0.000
-6.428,0.000
-6.901,-0.401
-7.346,-0.846
-7.761,-1.261
-8.146,-1.646
-8.497,-1.997
-8.815,-2.315
-9.096,-2.596
-9.341,-2.841
-9.549,-3.049
-9.718,-3.218
-9.848,-3.348
-9.938,-3.438
-9.989,-3.489
-9.999,-3.499
-9.969,-3.499
-9.898,-3.499
-9.788,-3.499
-9.638,-3.499
-9.450,-3.499
-9.224,-3.499
-8.960,-3.499
-8.660,-3.499
-8.326,-3.499
-7.958,-3.499
-7.557,-3.499
-7.127,-3.499
-6.668,-3.499
-6.182,-3.499
-5.671,-3.499
-5.137,-3.499
-4.582,-3.499
-4.009,-3.499
-3.420,-3.420
-2.817,-2.817
-2.203,-2.203
-1.580,-1.580
-0.951,-0.951
-0.317,-0.317
0.317,0.317
0.951,0.951
1.580,1.580
2.203,2.203
2.817,2.817
3.420,3.420
4.009,4.009
4.582,4.582
5.137,5.137
5.671,5.671
6.182,6.182
6.668,6.668
7.127,7.127
7.557,7.557
7.958,7.958
8.326,8.326
8.660,8.660
8.960,8.960
9.224,9.224
9.450,9.450
9.638,9.638
9.788,9.788
9.898,9.898
9.969,9.969
9.999,9.999
9.989,9.999
9.938,9.999
9.848,9.999
9.718,9.999
9.549,9.999
9.341,9.999
9.096,9.999
8.815,9.999
8.497,9.999
8.146,9.999
7.761,9.999
7.346,9.999
6.901,9.999
6.428,9.999
5.929,9.999
5.406,9.999
4.862,9.999
4.298,9.999
3.717,9.999
3.120,9.620
2.511,9.011
1.893,8.393
1.266,7.766
0.634,7.134
0.000,6.500
-0.000,6.500
-0.317,6.183
-0.633,5.867
-0.946,5.554
-1.256,5.244
-1.560,4.940
-1.858,4.642
-2.149,4.351
-2.431,4.069
-2.703,3.797
-2.965,3.535
-3.214,3.286
-3.450,3.050
-3.673,2.827
-3.881,2.619
-4.073,2.427
-4.249,2.251
-4.407,2.093
-4.548,1.952
-4.671,1.829
-4.775,1.725
-4.859,1.641
-4.924,1.576
-4.969,1.531
-4.994,1.506
-4.999,1.501
-4.984,1.501
-4.949,1.501
-4.894,1.501
-4.819,1.501
-4.725,1.501
-4.612,1.501
-4.480,1.501
-4.330,1.501
-4.163,1.501
-3.979,1.501
-3.779,1.501
-3.563,1.501
-3.334,1.501
-3.091,1.501
-2.835,1.501
-2.568,1.501
-2.291,1.501
-2.005,1.501
-1.710,1.501
-1.409,1.501
-1.102,1.501
-0.790,1.501
-0.475,1.501
-0.159,1.501
0.159,1.501
0.475,1.501
0.790,1.501
1.102,1.501
1.409,1.501
1.710,1.710
2.005,2.005
2.291,2.291
2.568,2.568
2.835,2.835
3.091,3.091
3.334,3.334
3.563,3.563
3.779,3.779
3.979,3.979
4.163,4.163
4.330,4.330
4.480,4.480
4.612,4.612
4.725,4.725
4.819,4.819
4.894,4.894
4.949,4.949
4.984,4.984
4.999,4.999
4.994,4.999
4.969,4.999
4.924,4.999
4.859,4.999
4.775,4.999
4.671,4.999
4.548,4.999
4.407,4.999
4.249,4.999
4.073,4.999
3.881,4.999
3.673,4.999
3.450,4.999
3.214,4.999
2.965,4.999
2.703,4.999
2.431,4.999
2.149,4.999
1.858,4.999
1.560,4.999
1.256,4.999
0.946,4.999
0.633,4.999
0.317,4.999
0.000,4.999
