# x,p
-3.910,-12.096
3.688,16.594
6.227,28.021
-9.834,-38.752
-1.545,-6.951
-5.068,-17.305
-8.091,-30.910
-4.570,-20.563
6.050,27.227
6.788,30.544
-1.785,-2.534
-9.796,-38.581
2.664,11.988
3.761,16.925
-8.200,-31.398
9.115,41.016
7.310,38.393
3.482,21.168
-5.008,-17.037
-6.135,-22.107
-3.444,-15.497
-5.499,-19.247
-5.383,-19.247
6.000,27.000
2.737,17.819
0.110,5.997
-6.547,-23.959
-9.350,-36.577
-7.512,-33.805
8.155,36.696
8.357,37.609
-8.323,-31.952
8.405,37.825
3.917,23.129
1.446,12.006
0.133,6.100
-0.131,4.909
-2.656,-6.454
-4.603,-15.215
-0.295,-1.327
6.571,29.570
-3.621,-10.793
6.171,27.768
-5.922,-21.148
6.441,28.985
-8.359,-32.117
6.506,29.275
-8.571,-33.070
-2.139,-9.627
-5.103,-17.465
-9.718,-38.230
-5.182,-23.320
0.878,3.949
3.438,15.469
8.095,36.427
-4.624,-15.308
-9.501,-37.255
7.453,33.538
-0.145,4.849
1.425,6.411
-1.636,-1.861
6.472,29.125
7.912,35.605
4.477,25.646
9.320,41.939
8.855,41.939
2.499,16.744
2.200,15.400
-1.729,-2.281
-2.951,-7.777
1.371,6.170
4.875,21.939
2.341,16.034
-9.620,-37.789
6.934,31.202
0.458,7.562
0.307,6.883
-1.824,-2.707
3.765,16.942
-8.890,-34.504
-0.404,-1.818
8.017,36.078
8.979,40.407
1.048,10.215
6.382,28.721
-6.578,-24.101
4.569,20.560
0.248,6.618
2.540,11.430
8.129,36.581
2.113,15.007
-2.116,-4.024
-3.634,-10.852
-6.931,-25.688
5.868,26.404
7.367,33.150
-9.456,-37.051
-6.414,-28.863
8.135,36.608
-2.073,-3.829
