# x,p
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,-0.741
-3.717,-1.933
-4.298,-3.096
-4.862,-4.224
-5.406,-5.313
-5.929,-6.358
-6.428,-7.356
-6.901,-8.302
-7.346,-9.192
-7.761,-10.023
-8.146,-10.792
-8.497,-11.495
-8.815,-12.129
-9.096,-12.693
-9.341,-13.183
-9.549,-13.598
-9.718,-13.936
-9.848,-14.196
-9.938,-14.377
-9.989,-14.477
-9.999,-14.497
-9.969,-14.497
-9.898,-14.497
-9.788,-14.497
-9.638,-14.497
-9.450,-14.497
-9.224,-14.497
-8.960,-14.497
-8.660,-14.497
-8.326,-14.497
-7.958,-14.497
-7.557,-14.497
-7.127,-14.254
-6.668,-13.335
-6.182,-12.363
-5.671,-11.341
-5.137,-10.274
-4.582,-9.165
-4.009,-8.019
-3.420,-6.840
-2.817,-5.635
-2.203,-4.406
-1.580,-3.160
-0.951,-1.901
-0.317,-0.635
0.317,0.635
0.951,1.901
1.580,3.160
2.203,4.406
2.817,5.635
3.420,6.840
4.009,8.019
4.582,9.165
5.137,10.274
5.671,11.341
6.182,12.363
6.668,13.335
7.127,14.254
7.557,15.115
7.958,15.915
8.326,16.651
8.660,17.321
8.960,17.920
9.224,18.447
9.450,18.900
9.638,19.277
9.788,19.576
9.898,19.796
9.969,19.937
9.999,19.997
9.989,19.997
9.938,19.997
9.848,19.997
9.718,19.997
9.549,19.997
9.341,19.997
9.096,19.997
8.815,19.997
8.497,19.997
8.146,19.997
7.761,19.997
7.346,19.997
6.901,19.302
6.428,18.356
5.929,17.358
5.406,16.313
4.862,15.224
4.298,14.096
3.717,12.933
3.120,11.741
2.511,10.523
1.893,9.285
1.266,8.032
0.634,6.768
0.000,5.500
-0.000,5.500
-0.317,4.866
-0.633,4.234
-0.946,3.607
-1.256,2.989
-1.560,2.380
-1.858,1.783
-2.149,1.202
-2.431,0.638
-2.703,0.094
-2.965,-0.429
-3.214,-0.928
-3.450,-1.401
-3.673,-1.846
-3.881,-2.261
-4.073,-2.646
-4.249,-2.997
-4.407,-3.315
-4.548,-3.596
-4.671,-3.841
-4.775,-4.049
-4.859,-4.218
-4.924,-4.348
-4.969,-4.438
-4.994,-4.489
-4.999,-4.499
-4.984,-4.499
-4.949,-4.499
-4.894,-4.499
-4.819,-4.499
-4.725,-4.499
-4.612,-4.499
-4.480,-4.499
-4.330,-4.499
-4.163,-4.499
-3.979,-4.499
-3.779,-4.499
-3.563,-4.499
-3.334,-4.499
-3.091,-4.499
-2.835,-4.499
-2.568,-4.499
-2.291,-4.499
-2.005,-4.009
-1.710,-3.420
-1.409,-2.817
-1.102,-2.203
-0.790,-1.580
-0.475,-0.951
-0.159,-0.317
0.159,0.317
0.475,0.951
0.790,1.580
1.102,2.203
1.409,2.817
1.710,3.420
2.005,4.009
2.291,4.582
2.568,5.137
2.835,5.671
3.091,6.182
3.334,6.668
3.563,7.127
3.779,7.557
3.979,7.958
4.163,8.326
4.330,8.660
4.480,8.960
4.612,9.224
4.725,9.450
4.819,9.638
4.894,9.788
4.949,9.898
4.984,9.969
4.999,9.999
4.994,9.999
4.969,9.999
4.924,9.999
4.859,9.999
4.775,9.999
4.671,9.999
4.548,9.999
4.407,9.999
4.249,9.999
4.073,9.999
3.881,9.999
3.673,9.999
3.450,9.999
3.214,9.999
2.965,9.999
2.703,9.999
2.431,9.999
2.149,9.798
1.858,9.217
1.560,8.620
1.256,8.011
0.946,7.393
0.633,6.766
0.317,6.134
0.000,5.500
