# x,p
-0.000,0.000
-0.634,0.000
-1.266,0.000
-1.893,0.000
-2.511,0.000
-3.120,0.000
-3.717,0.000
-4.298,0.000
-4.862,0.000
-5.406,-0.406
-5.929,-0.929
-6.428,-1.428
-6.901,-1.901
-7.346,-2.346
-7.761,-2.761
-8.146,-3.146
-8.497,-3.497
-8.815,-3.815
-9.096,-4.096
-9.341,-4.341
-9.549,-4.549
-9.718,-4.718
-9.848,-4.848
-9.938,-4.938
-9.989,-4.989
-9.999,-4.999
-9.969,-4.999
-9.898,-4.999
-9.788,-4.999
-9.638,-4.999
-9.450,-4.999
-9.224,-4.999
-8.960,-4.999
-8.660,-4.999
-8.326,-4.999
-7.958,-4.999
-7.557,-4.999
-7.127,-4.999
-6.668,-4.999
-6.182,-4.999
-5.671,-4.999
-5.137,-4.999
-4.582,-4.582
-4.009,-4.009
-3.420,-3.420
-2.817,-2.817
-2.203,-2.203
-1.580,-1.580
-0.951,-0.951
-0.317,-0.317
0.317,0.317
0.951,0.951
1.580,1.580
2.203,2.203
2.817,2.817
3.420,3.420
4.009,4.009
4.582,4.582
5.137,5.137
5.671,5.671
6.182,6.182
6.668,6.668
7.127,7.127
7.557,7.557
7.958,7.958
8.326,8.326
8.660,8.660
8.960,8.960
9.224,9.224
9.450,9.450
9.638,9.638
9.788,9.788
9.898,9.898
9.969,9.969
9.999,9.999
9.989,9.999
9.938,9.999
9.848,9.999
9.718,9.999
9.549,9.999
9.341,9.999
9.096,9.999
8.815,9.999
8.497,9.999
8.146,9.999
7.761,9.999
7.346,9.999
6.901,9.999
6.428,9.999
5.929,9.999
5.406,9.999
4.862,9.862
4.298,9.298
3.717,8.717
3.120,8.120
2.511,7.511
1.893,6.893
1.266,6.266
0.634,5.634
0.000,5.000
-0.000,5.000
-0.317,4.683
-0.633,4.367
-0.946,4.054
-1.256,3.744
-1.560,3.440
-1.858,3.142
-2.149,2.851
-2.431,2.569
-2.703,2.297
-2.965,2.035
-3.214,1.786
-3.450,1.550
-3.673,1.327
-3.881,1.119
-4.073,0.927
-4.249,0.751
-4.407,0.593
-4.548,0.452
-4.671,0.329
-4.775,0.225
-4.859,0.141
-4.924,0.076
-4.969,0.031
-4.994,0.006
-4.999,0.001
-4.984,0.001
-4.949,0.001
-4.894,0.001
-4.819,0.001
-4.725,0.001
-4.612,0.001
-4.480,0.001
-4.330,0.001
-4.163,0.001
-3.979,0.001
-3.779,0.001
-3.563,0.001
-3.334,0.001
-3.091,0.001
-2.835,0.001
-2.568,0.001
-2.291,0.001
-2.005,0.001
-1.710,0.001
-1.409,0.001
-1.102,0.001
-0.790,0.001
-0.475,0.001
-0.159,0.001
0.159,0.159
0.475,0.475
0.790,0.790
1.102,1.102
1.409,1.409
1.710,1.710
2.005,2.005
2.291,2.291
2.568,2.568
2.835,2.835
3.091,3.091
3.334,3.334
3.563,3.563
3.779,3.779
3.979,3.979
4.163,4.163
4.330,4.330
4.480,4.480
4.612,4.612
4.725,4.725
4.819,4.819
4.894,4.894
4.949,4.949
4.984,4.984
4.999,4.999
4.994,4.999
4.969,4.999
4.924,4.999
4.859,4.999
4.775,4.999
4.671,4.999
4.548,4.999
4.407,4.999
4.249,4.999
4.073,4.999
3.881,4.999
3.673,4.999
3.450,4.999
3.214,4.999
2.965,4.999
2.703,4.999
2.431,4.999
2.149,4.999
1.858,4.999
1.560,4.999
1.256,4.999
0.946,4.999
0.633,4.999
0.317,4.999
0.000,4.999
