# x,p
-6.335.,-6.335.
-5.263.,-5.263.
0.797.,0.797.
7.290.,7.290.
2.933.,5.933.
8.614.,8.614.
5.088.,8.088.
4.910.,7.910.
7.932.,7.932.
4.152.,7.152.
-2.068.,0.932.
4.573.,4.573.
4.669.,4.669.
7.261.,7.261.
-3.147.,-0.147.
-0.646.,-0.147.
6.099.,6.099.
-2.827.,0.173.
-3.332.,-0.332.
-0.100.,-0.100.
-1.159.,-0.100.
4.666.,4.666.
9.663.,9.663.
6.756.,9.663.
-2.770.,0.230.
-1.788.,0.230.
4.245.,4.245.
7.117.,7.117.
-0.906.,2.094.
-6.475.,-3.475.
5.372.,5.372.
2.666.,5.372.
-0.267.,2.733.
-3.699.,-0.699.
-9.558.,-6.558.
-7.041.,-6.558.
7.978.,7.978.
-6.994.,-3.994.
-2.229.,-2.229.
-6.504.,-3.504.
-1.621.,-1.621.
5.091.,5.091.
-9.671.,-6.671.
-8.160.,-6.671.
1.609.,1.609.
-6.195.,-3.195.
-5.502.,-3.195.
-4.594.,-3.195.
3.776.,3.776.
-7.763.,-4.763.
-2.403.,-2.403.
7.580.,7.580.
8.673.,8.673.
-8.778.,-5.778.
-2.649.,-2.649.
-0.872.,-0.872.
9.399.,9.399.
-8.013.,-5.013.
-4.336.,-4.336.
7.930.,7.930.
6.151.,7.930.
-1.763.,1.237.
-2.909.,0.091.
1.219.,1.219.
3.043.,3.043.
-6.862.,-3.862.
7.502.,7.502.
0.868.,3.868.
4.811.,4.811.
-2.522.,0.478.
7.533.,7.533.
1.390.,4.390.
5.740.,5.740.
-3.690.,-0.690.
-1.148.,-0.690.
-5.148.,-2.148.
-6.739.,-3.739.
-6.787.,-3.787.
4.849.,4.849.
-1.608.,1.392.
-8.719.,-5.719.
-1.766.,-1.766.
-3.465.,-1.766.
-2.094.,-1.766.
-3.789.,-1.766.
3.248.,3.248.
0.802.,3.248.
5.863.,5.863.
5.696.,5.863.
5.879.,5.879.
-4.206.,-1.206.
-3.730.,-1.206.
8.422.,8.422.
-4.376.,-1.376.
-7.855.,-4.855.
-3.437.,-3.437.
6.402.,6.402.
-0.020.,2.980.
1.329.,2.980.
5.882.,5.882.
1.287.,4.287.
-1.779.,1.221.
-1.875.,1.125.
7.337.,7.337.
3.049.,6.049.
8.451.,8.451.
7.531.,8.451.
5.773.,8.451.
-2.580.,0.420.
-8.747.,-5.747.
-3.727.,-3.727.
-1.974.,-1.974.
0.816.,0.816.
-0.297.,0.816.
-2.791.,0.209.
7.644.,7.644.
-2.344.,0.656.
1.272.,1.272.
1.703.,1.703.
-8.122.,-5.122.
6.766.,6.766.
-5.045.,-2.045.
-0.691.,-0.691.
-0.100.,-0.100.
9.007.,9.007.
2.924.,5.924.
-7.730.,-4.730.
3.036.,3.036.
7.740.,7.740.
5.195.,7.740.
8.000.,8.000.
-4.206.,-1.206.
6.159.,6.159.
-3.381.,-0.381.
-0.546.,-0.381.
-9.612.,-6.612.
-3.883.,-3.883.
3.071.,3.071.
3.695.,3.695.
-6.236.,-3.236.
-2.221.,-2.221.
4.197.,4.197.
1.522.,4.197.
1.200.,4.197.
1.075.,4.075.
-4.748.,-1.748.
-6.262.,-3.262.
0.975.,0.975.
-2.529.,0.471.
8.576.,8.576.
-2.147.,0.853.
0.625.,0.853.
-4.906.,-1.906.
-7.902.,-4.902.
7.588.,7.588.
0.499.,3.499.
-0.474.,2.526.
-8.694.,-5.694.
-8.587.,-5.694.
7.435.,7.435.
-9.950.,-6.950.
2.340.,2.340.
8.485.,8.485.
6.692.,8.485.
-6.378.,-3.378.
9.694.,9.694.
7.601.,9.694.
6.577.,9.577.
-3.311.,-0.311.
3.420.,3.420.
2.386.,3.420.
2.006.,3.420.
3.410.,3.420.
0.087.,3.087.
-5.514.,-2.514.
-6.854.,-3.854.
-1.406.,-1.406.
-8.474.,-5.474.
-6.337.,-5.474.
1.363.,1.363.
-1.405.,1.363.
-0.171.,1.363.
