# x,p
-8.172,-30.273
7.394,33.274
3.043,20.193
-4.631,-14.339
5.735,25.807
-8.047,-29.709
-3.233,-14.549
-3.527,-14.549
-8.001,-29.503
-0.957,-4.306
-0.349,-1.572
8.303,37.363
-4.702,-14.661
7.716,34.723
4.524,26.856
1.115,11.517
1.424,11.517
-1.476,-0.142
2.698,12.142
4.396,19.782
-5.966,-20.348
4.902,22.057
-2.952,-6.785
-4.646,-14.408
-2.702,-12.157
-1.288,-5.798
8.299,37.348
-1.627,-0.820
0.019,0.087
-7.505,-27.272
0.056,0.253
-2.026,-2.617
-6.564,-23.036
4.175,18.786
-7.666,-27.996
-2.615,-11.769
-0.931,-4.189
6.471,29.118
-9.769,-37.459
-1.924,-8.659
4.535,20.408
-2.514,-4.814
1.704,7.670
-0.033,6.352
6.716,30.221
-7.277,-26.248
-3.722,-16.750
-4.900,-16.750
5.548,24.964
6.416,28.874
-9.614,-36.764
5.188,23.348
7.130,32.084
2.278,16.753
0.881,10.463
9.896,44.534
6.220,34.489
-7.237,-26.066
-1.221,-5.494
-8.023,-29.605
-2.170,-9.763
-8.051,-29.732
-4.603,-20.713
5.256,23.652
4.055,23.652
-1.114,1.486
3.842,17.289
2.087,15.894
-9.416,-35.872
-9.107,-35.872
-5.452,-24.536
-1.407,-6.333
-9.562,-36.530
-6.699,-30.145
-9.791,-37.560
-5.027,-22.623
0.978,4.403
-7.196,-25.883
-3.877,-17.445
-9.253,-35.137
-9.054,-35.137
-0.176,-0.790
-4.226,-12.517
-7.375,-26.688
-1.565,-7.044
6.749,30.370
-6.712,-23.706
-1.600,-7.200
3.275,14.739
8.593,38.666
-5.428,-17.926
9.849,44.322
-4.071,-11.821
-5.894,-20.024
7.509,33.792
2.666,18.496
-4.823,-15.205
-6.328,-21.975
-2.772,-12.473
-0.674,-3.034
